Latitude,Longitude,Address,Property_type,Rooms,Home_size,Lot Size,Year_built,Parcel_number,RealtyID,County,Subdivision,Census,Tract,Lot,Zoning,Date,Sale_price,Estimated Value,url
34.424272,-118.439636,28207 Ridge View Dr,Single Family Residence,"3 beds, 2 baths","2,036 sqft","10,726 sqft",1996,2839047029,1110727476,Los Angeles,45416-02,1,920039,29,"
Zoning:

SCUR1
		",09/15/2020,"$692,500","$697,000",https://www.realtytrac.com/property/ca/santa-clarita/91387/28207-ridge-view-dr/54835002/
34.124264,-118.082624,6840 La Presa Dr,Single Family Residence,"4 beds, 2 baths","2,206 sqft","9,952 sqft",1949,5376010012,1110728811,Los Angeles,,2,480002,,"
Zoning:

LCR15000*
		",09/14/2020,"$1,390,000","$971,000",https://www.realtytrac.com/property/ca/san-gabriel/91775/6840-la-presa-dr/154621356/
33.823954,-118.349413,3703 W 225th St,Single Family Residence,"3 beds, 2 baths","1,356 sqft","5,263 sqft",1953,7368007009,1110734702,Los Angeles,19208,1,651102,9,"
Zoning:

TORR-LO
		",09/15/2020,"$863,000","$894,000",https://www.realtytrac.com/property/ca/torrance/90505/3703-w-225th-st/49098521/
33.997445,-118.052184,11715 Beverly Dr,Single Family Residence,"3 beds, 2 baths","1,890 sqft","11,421 sqft",1951,8126010009,1110735362,Los Angeles,CITRUS GROVE HEIGHTS,1,501501,59,"
Zoning:

WHR1YY
		",09/15/2020,"$725,000","$662,000",https://www.realtytrac.com/property/ca/whittier/90601/11715-beverly-dr/49087281/
34.137539,-118.128644,1066 San Pasqual St # 12,Condominium,"1 bed, 1 bath",835 sqft,1.32 acres,1962,5327003064,1110735958,Los Angeles,379,3,463500,13,"
Zoning:

PSR4
		",09/15/2020,"$525,000","$531,000",https://www.realtytrac.com/property/ca/pasadena/91106/1066-san-pasqual-st-12/10174846/
34.15261,-118.740751,5709 Fairview Pl,Single Family Residence,"5 beds, 3 baths","3,294 sqft","20,202 sqft",1981,2055020064,1110738050,Los Angeles,,3,800327,2,"
Zoning:

AHRA20000*
		",09/15/2020,"$2,000,000","$1,463,000",https://www.realtytrac.com/property/ca/agoura-hills/91301/5709-fairview-pl/51759902/
33.750885,-118.32068,6508 Nancy Rd,Single Family Residence,"4 beds, 4 baths","3,132 sqft","10,083 sqft",1962,7557011005,1110738610,Los Angeles,8471,2,670702,5,"
Zoning:

RPRS13000*
		",09/15/2020,"$1,377,500","$1,388,000",https://www.realtytrac.com/property/ca/rancho-palos-verdes/90275/6508-nancy-rd/22324846/
34.033481,-118.404576,10101 Lovelane Pl,Single Family Residence,"3 beds, 3 baths","2,838 sqft","8,098 sqft",1952,4316017019,1110739385,Los Angeles,15593,5,269000,135,"
Zoning:

LAR1
		",09/15/2020,"$2,250,000","$2,492,000",https://www.realtytrac.com/property/ca/los-angeles/90064/10101-lovelane-pl/21388499/
33.945136,-118.307124,10007 S Harvard Blvd,Single Family Residence,"3 beds, 2 baths","1,385 sqft","6,508 sqft",1939,6059002029,1110739958,Los Angeles,7464,1,238000,95,"
Zoning:

LAR1
		",09/15/2020,"$525,000","$566,000",https://www.realtytrac.com/property/ca/los-angeles/90047/10007-s-harvard-blvd/23997923/
33.826293,-118.108297,3744 Conquista Ave,Single Family Residence,"2 beds, 2 baths","1,259 sqft","5,223 sqft",1954,7185026029,1110740002,Los Angeles,15435,5,573700,487,"
Zoning:

LCR1YY
		",09/15/2020,"$636,000","$680,000",https://www.realtytrac.com/property/ca/long-beach/90808/3744-conquista-ave/154683691/
34.143622,-117.94562,2671 San Pablo Way,Planned Unit Development (PUD),"2 beds, 2 baths","1,158 sqft","5,990 sqft",1981,8610001067,1110747854,Los Angeles,41717,5,430002,8,"
Zoning:

DUR16500*
		",09/15/2020,"$480,000","$433,000",https://www.realtytrac.com/property/ca/duarte/91010/2671-san-pablo-way/154987127/
34.145173,-118.644451,23710 Park Belmonte,Single Family Residence,"5 beds, 4 baths","3,699 sqft","14,565 sqft",1976,2069004056,1110750553,Los Angeles,27698,2,800204,33,"
Zoning:

LCR110000*
		",09/01/1978,"$280,002","$1,386,000",https://www.realtytrac.com/property/ca/calabasas/91302/23710-park-belmonte/140447453/
34.157334,-118.365795,10762 Camarillo St # 5,Condominium,"3 beds, 3 baths","1,740 sqft","8,174 sqft",2008,2421016080,1110751247,Los Angeles,,1,125502,1,"
Zoning:

LAR3
		",09/15/2020,"$750,000","$766,000",https://www.realtytrac.com/property/ca/toluca-lake/91602/10762-camarillo-st-5/206865002/
34.052185,-118.263888,1100 Wilshire Blvd # 1807,Condominium,"1 bed, 1 bath",770 sqft,0.62 acres,1986,5143029016,1110751940,Los Angeles,60706,1,209200,2,"
Zoning:

LACW
		",09/15/2020,"$515,000","$539,000",https://www.realtytrac.com/property/ca/los-angeles/90017/1100-wilshire-blvd-1807/144347451/
34.163964,-118.164343,680 Westgate St,Single Family Residence,"2 beds, 2 baths","1,358 sqft","17,324 sqft",1952,5702021011,1110753199,Los Angeles,5914,1,461700,11,"
Zoning:

PSR4
		",09/15/2020,"$925,000","$757,000",https://www.realtytrac.com/property/ca/pasadena/91103/680-westgate-st/144578326/
33.956562,-118.449805,6967 Trolleyway,"Duplex (2 units, any combination)","7 beds, 3 baths","2,424 sqft","3,247 sqft",1956,4116032040,1110753997,Los Angeles,8573,2,278102,4,"
Zoning:

LAR3
		",09/15/2020,"$4,400,000","$1,878,000",https://www.realtytrac.com/property/ca/playa-del-rey/90293/6967-trolleyway/154501241/
34.181392,-118.20269,2163 Lenore Dr,Single Family Residence,"3 beds, 3 baths","2,301 sqft","10,995 sqft",1977,5658026015,1110673398,Los Angeles,25410,1,300901,1,"
Zoning:

GLR1R*
		",07/27/1983,"$240,000","$1,257,000",https://www.realtytrac.com/property/ca/glendale/91206/2163-lenore-dr/54754763/
34.448419,-118.561487,24154 Fushia Ct,Condominium,"3 beds, 3 baths","1,535 sqft",1.64 acres,2001,2810065035,1110674201,Los Angeles,48202-05,1,920108,5,"
Zoning:

SCUR3
		",09/15/2020,"$569,000","$546,000",https://www.realtytrac.com/property/ca/valencia/91354/24154-fushia-ct/45895163/
34.185629,-118.231443,1615 Don Carlos Ave,Single Family Residence,"3 beds, 3 baths","3,122 sqft","13,979 sqft",1935,5614005019,1110674743,Los Angeles,SELVAS DE VERDUGO,1,300701,19,"
Zoning:

GLR1*
		",09/15/2020,"$1,815,000","$1,664,000",https://www.realtytrac.com/property/ca/glendale/91208/1615-don-carlos-ave/40275643/
34.406332,-118.438329,17426 Winter Pine Way,Single Family Residence,"4 beds, 3 baths","1,846 sqft","5,994 sqft",2011,2841050016,1110674767,Los Angeles,52833-05,1,920043,16,"
Zoning:

SCSP
		",09/15/2020,"$660,000","$654,000",https://www.realtytrac.com/property/ca/santa-clarita/91387/17426-winter-pine-way/219276594/
33.861032,-118.361732,2614 Alvord Ln,Single Family Residence,"3 beds, 1 bath","1,167 sqft","5,464 sqft",1953,4158022009,1110674774,Los Angeles,18085,2,620602,109,"
Zoning:

RBR-1
		",09/15/2020,"$740,000","$860,000",https://www.realtytrac.com/property/ca/redondo-beach/90278/2614-alvord-ln/154511708/
33.824322,-118.094954,7108 E Carita St,Single Family Residence,"3 beds, 2 baths","1,697 sqft","5,221 sqft",1953,7070011020,1110676074,Los Angeles,16619,1,573800,71,"
Zoning:

LBR1N
		",09/15/2020,"$830,000","$774,000",https://www.realtytrac.com/property/ca/long-beach/90808/7108-e-carita-st/10605849/
34.048308,-118.383216,1700 S Wooster St,Single Family Residence,"3 beds, 3 baths","2,215 sqft","6,453 sqft",1937,4303008035,1110676149,Los Angeles,11716,3,217002,21,"
Zoning:

LAR1
		",09/15/2020,"$1,600,000","$1,550,000",https://www.realtytrac.com/property/ca/los-angeles/90035/1700-s-wooster-st/43718334/
34.214594,-118.253341,3761 Lockerbie Ln,Single Family Residence,"3 beds, 3 baths","2,400 sqft","16,912 sqft",1964,5617014032,1110676568,Los Angeles,17567,4,300701,13,"
Zoning:

GLR1RY
		",09/15/2020,"$1,245,000","$1,261,000",https://www.realtytrac.com/property/ca/glendale/91208/3761-lockerbie-ln/154780343/
33.840099,-118.32465,624 Madrid Ave,Condominium,"4 beds, 3 baths","2,256 sqft","7,003 sqft",1990,7354004047,1110676606,Los Angeles,TORRANCE TR,1,650901,1,"
Zoning:

TORR-LM
		",09/15/2020,"$880,000","$807,000",https://www.realtytrac.com/property/ca/torrance/90501/624-madrid-ave/40248398/
33.933893,-118.168439,10520 Karmont Ave,Single Family Residence,"2 beds, 2 baths","1,167 sqft","6,274 sqft",1948,6233008024,1110676940,Los Angeles,14627,1,536102,201,"
Zoning:

SGR1YY
		",09/15/2020,"$565,000","$526,000",https://www.realtytrac.com/property/ca/south-gate/90280/10520-karmont-ave/30569480/
33.920272,-117.98337,16263 Silvergrove Dr,Single Family Residence,"4 beds, 2 baths","1,586 sqft","6,347 sqft",1962,8036018003,1110676957,Los Angeles,24963,2,503702,158,"
Zoning:

LCRA6200*
		",09/15/2020,"$700,000","$759,000",https://www.realtytrac.com/property/ca/whittier/90604/16263-silvergrove-dr/49141431/
34.134495,-118.208682,4918 Highland View Ave,Single Family Residence,"3 beds, 2 baths","1,526 sqft","6,021 sqft",1923,5686013009,1110676985,Los Angeles,5289,2,181400,28,"
Zoning:

LAR1
		",09/15/2020,"$1,237,000","$1,035,000",https://www.realtytrac.com/property/ca/los-angeles/90041/4918-highland-view-ave/40272187/
34.182372,-118.405628,6145 Whitsett Ave # 3,Condominium,"3 beds, 3 baths","1,374 sqft","7,672 sqft",1979,2332018064,1110677398,Los Angeles,34097,3,123700,,"
Zoning:

LAR3
		",09/15/2020,"$414,000","$460,000",https://www.realtytrac.com/property/ca/north-hollywood/91606/6145-whitsett-ave-3/146654508/
33.82939,-118.373077,5531 Laurette St,Single Family Residence,"5 beds, 5 baths","4,083 sqft","16,184 sqft",2005,7516020013,1110678871,Los Angeles,18778,4,650702,97,"
Zoning:

TORR-LO
		",09/15/2020,"$1,885,000","$2,250,000",https://www.realtytrac.com/property/ca/torrance/90503/5531-laurette-st/154911968/
34.144008,-117.839964,522 Thornhurst Ave,Single Family Residence,"3 beds, 2 baths","1,692 sqft","11,208 sqft",1975,8656003038,1110678872,Los Angeles,31732,1,400404,21,"
Zoning:

GDE5
		",09/15/2020,"$798,000","$808,000",https://www.realtytrac.com/property/ca/glendora/91741/522-thornhurst-ave/154584090/
34.138445,-118.435889,13976 Aubrey Rd,Single Family Residence,"5 beds, 7 baths","8,146 sqft",0.58 acres,1996,2272032043,1110680155,Los Angeles,26135,2,141700,16,"
Zoning:

LARE15
		",09/15/2020,"$8,690,000",,https://www.realtytrac.com/property/ca/beverly-hills/90210/13976-aubrey-rd/154404353/
34.152915,-118.34764,212 N Valley St # 15,Condominium,"2 beds, 2 baths","1,258 sqft","15,648 sqft",1981,2485001144,1110681058,Los Angeles,36271,3,311600,,"
Zoning:

BUR5*
		",09/15/2020,"$593,000","$555,000",https://www.realtytrac.com/property/ca/burbank/91505/212-n-valley-st-15/43960962/
34.14884,-117.904136,1527 N Nobhill Dr,Single Family Residence,"3 beds, 2 baths","1,824 sqft","10,294 sqft",1964,8684036055,1110681522,Los Angeles,26356,2,400604,50,"
Zoning:

AZR1AY
		",09/15/2020,"$718,500","$698,000",https://www.realtytrac.com/property/ca/azusa/91702/1527-n-nobhill-dr/49077277/
34.216242,-118.400575,8012 Laurelgrove Ave,Single Family Residence,"3 beds, 2 baths","1,146 sqft","7,843 sqft",1948,2309013013,1110682008,Los Angeles,13302,1,121010,142,"
Zoning:

LAR1
		",09/15/2020,"$560,000","$488,000",https://www.realtytrac.com/property/ca/north-hollywood/91605/8012-laurelgrove-ave/24881905/
34.66092,-118.199193,3805 Balmont St,Single Family Residence,"4 beds, 2 baths","1,302 sqft","6,927 sqft",1987,3110026073,1110682065,Los Angeles,42470,3,901010,18,"
Zoning:

LRR17OOO*
		",09/15/2020,"$310,000","$292,000",https://www.realtytrac.com/property/ca/lancaster/93536/3805-balmont-st/3833615/
33.931753,-117.988223,16040 Leffingwell Rd # 92,Condominium,"2 beds, 2 baths",960 sqft,2.38 acres,2006,8231038114,1110682364,Los Angeles,33761,3,503401,1,"
Zoning:

WHR4*
		",09/15/2020,"$375,000","$374,000",https://www.realtytrac.com/property/ca/whittier/90603/16040-leffingwell-rd-92/13787594/
34.0614,-118.43522,10645 Wilshire Blvd # 301,Condominium,"2 beds, 2 baths","1,540 sqft","12,844 sqft",1955,4360031011,1110682886,Los Angeles,34658,2,265202,,"
Zoning:

LAR5
		",09/24/1998,"$250,000","$832,000",https://www.realtytrac.com/property/ca/los-angeles/90024/10645-wilshire-blvd-301/15887954/
33.780986,-118.355219,4112 Quinlin Dr,Single Family Residence,"3 beds, 2 baths","2,063 sqft","9,561 sqft",1973,7575022077,1110683335,Los Angeles,26545,1,670201,144,"
Zoning:

LCRA15000*
		",09/15/2020,"$1,549,000","$1,495,000",https://www.realtytrac.com/property/ca/palos-verdes-peninsula/90274/4112-quinlin-dr/7032665/
33.9052,-118.0074,12011 Manzanilla Ct,Condominium,"3 beds, 3 baths","1,690 sqft",,2018,8034012021,1110685562,Los Angeles,,1,503601,1,"
Zoning:

LMR1AWH*
		",09/15/2020,"$670,000","$684,000",https://www.realtytrac.com/property/ca/la-mirada/90638/12011-manzanilla-ct/325996014/
33.892462,-118.329252,3209 W 153rd St,Single Family Residence,"3 beds, 2 baths","1,182 sqft","5,900 sqft",1943,4070009027,1110685631,Los Angeles,12339,1,603702,27,"
Zoning:

LCR1YY
		",04/06/1992,,"$656,000",https://www.realtytrac.com/property/ca/gardena/90249/3209-w-153rd-st/154490455/
34.202066,-118.337462,2558 N Buena Vista St,"Triplex (3 units, any combination)","4 beds, 3 baths","2,314 sqft","6,473 sqft",1951,2473020018,1110686100,Los Angeles,12320,3,310400,64,"
Zoning:

BUR4*
		",09/15/2020,"$1,000,000","$926,000",https://www.realtytrac.com/property/ca/burbank/91504/2558-n-buena-vista-st/154430760/
34.149636,-118.409741,4339 Bellaire Ave,Single Family Residence,"5 beds, 5 baths","3,829 sqft","7,322 sqft",2007,2375007100,1110686102,Los Angeles,9245,3,143500,117,"
Zoning:

LAR1
		",09/15/2020,"$2,300,000","$2,055,000",https://www.realtytrac.com/property/ca/studio-city/91604/4339-bellaire-ave/20730578/
34.187656,-118.526534,6431 Hesperia Ave,Single Family Residence,"2 beds, 1 bath","1,094 sqft","5,841 sqft",1950,2123014017,1110686957,Los Angeles,13921,3,132700,305,"
Zoning:

LAR1
		",09/15/2020,"$665,000","$613,000",https://www.realtytrac.com/property/ca/reseda/91335/6431-hesperia-ave/40257348/
33.919028,-118.107602,10607 Meadow Rd,Single Family Residence,"3 beds, 1 bath","1,029 sqft","5,151 sqft",1951,8021024013,1110687405,Los Angeles,13816,6,550300,68,"
Zoning:

NOR105
		",09/15/2020,"$536,000","$550,000",https://www.realtytrac.com/property/ca/norwalk/90650/10607-meadow-rd/154929882/
34.250386,-118.268218,6278 Day St,Single Family Residence,"3 beds, 2 baths",994 sqft,"5,100 sqft",1959,2571009043,1110687821,Los Angeles,18967,3,101300,32,"
Zoning:

LAR1
		",09/15/2020,"$773,000","$653,000",https://www.realtytrac.com/property/ca/tujunga/91042/6278-day-st/154439486/
33.905181,-118.060335,13826 Roper Ave,Single Family Residence,"3 beds, 1 bath","1,236 sqft","4,670 sqft",1956,8046024012,1110688319,Los Angeles,22418,3,552302,164,"
Zoning:

NOR15000*
		",09/15/2020,"$550,000","$552,000",https://www.realtytrac.com/property/ca/norwalk/90650/13826-roper-ave/146061687/
33.787762,-118.325803,2407 Chapman St,Single Family Residence,"4 beds, 2 baths","1,488 sqft","4,757 sqft",1969,7553019070,1110688789,Los Angeles,28367,2,670100,29,"
Zoning:

LOA1*
		",09/15/2020,"$815,000","$776,000",https://www.realtytrac.com/property/ca/lomita/90717/2407-chapman-st/15888209/
33.940987,-118.024559,14357 Mulberry Dr,Single Family Residence,"3 beds, 2 baths","1,397 sqft","6,150 sqft",1953,8152005012,1110689204,Los Angeles,16528,2,503302,50,"
Zoning:

LCR35000*
		",09/15/2020,"$600,000","$625,000",https://www.realtytrac.com/property/ca/whittier/90604/14357-mulberry-dr/9849039/
34.16283,-118.212646,836 Calle La Primavera,Single Family Residence,"3 beds, 3 baths","1,548 sqft","5,723 sqft",1993,5663037002,1110689216,Los Angeles,45375,3,300901,43,"
Zoning:

GLR1-R*
		",09/15/2020,"$950,000","$928,000",https://www.realtytrac.com/property/ca/glendale/91208/836-calle-la-primavera/154787216/
34.42799,-118.556256,27025 Island Rd,Single Family Residence,"4 beds, 3 baths","3,676 sqft","7,361 sqft",2003,2811074035,1110689218,Los Angeles,52985,2,920115,63,"
Zoning:

SCSP
		",09/15/2020,"$1,075,000","$866,000",https://www.realtytrac.com/property/ca/santa-clarita/91355/27025-island-rd/20347102/
33.827553,-118.338219,2931 Plaza Del Amo # 46,Condominium,"2 beds, 3 baths","1,186 sqft",3.09 acres,1985,7359029041,1110689601,Los Angeles,43319,1,650800,4,"
Zoning:

TOPR-MD
		",09/15/2020,"$645,000","$657,000",https://www.realtytrac.com/property/ca/torrance/90503/2931-plaza-del-amo-46/43723107/
34.177935,-118.5399,18645 Hatteras St # 274,Condominium,"1 bed, 1 bath",758 sqft,5.28 acres,1973,2156025203,1110689675,Los Angeles,26033,1,139302,1,"
Zoning:

LAR3
		",09/15/2020,"$312,000","$217,000",https://www.realtytrac.com/property/ca/tarzana/91356/18645-hatteras-st-274/40225188/
34.047295,-118.26442,889 Francisco St # 3007,Condominium,,480 sqft,2.27 acres,2017,5144032076,1110690175,Los Angeles,,1,207710,3,"
Zoning:

LAC2
		",09/15/2020,"$463,000","$653,000",https://www.realtytrac.com/property/ca/los-angeles/90017/889-francisco-st-3007/323429659/
33.911159,-118.03683,13129 Duffield Ave,Single Family Residence,"4 beds, 2 baths","1,112 sqft","5,812 sqft",1953,8044005010,1110690197,Los Angeles,18555,2,504101,188,"
Zoning:

LMR1*
		",09/15/2020,"$595,000","$582,000",https://www.realtytrac.com/property/ca/la-mirada/90638/13129-duffield-ave/53736504/
34.132076,-118.703601,26602 Goldenrod Pl,Single Family Residence,"3 beds, 3 baths","2,034 sqft","5,706 sqft",1990,2063038062,1110690199,Los Angeles,45321,3,800329,48,"
Zoning:

LCRPD1OOOO9.O
		",09/15/2020,"$955,000","$839,000",https://www.realtytrac.com/property/ca/calabasas/91302/26602-goldenrod-pl/46013660/
33.997248,-118.452568,2210 Penmar Ave,"Duplex (2 units, any combination)","4 beds, 3 baths","2,664 sqft","6,129 sqft",1928,4242029008,1110690986,Los Angeles,EAST VENICE OF AMERICA TR,2,273700,8,"
Zoning:

LARD1.5
		",09/15/2020,"$1,775,000","$1,683,000",https://www.realtytrac.com/property/ca/venice/90291/2210-penmar-ave/154536183/
34.00196,-118.44143,3750 Moore St,Single Family Residence,"3 beds, 2 baths","1,765 sqft","5,973 sqft",1937,4246017013,1110691828,Los Angeles,7626,3,272100,209,"
Zoning:

LAR1
		",09/15/2020,"$2,150,000","$1,932,000",https://www.realtytrac.com/property/ca/los-angeles/90066/3750-moore-st/49114966/
33.863083,-118.04175,18541 Linda Cir,Single Family Residence,"4 beds, 3 baths","2,026 sqft","4,996 sqft",1968,7023012010,1110692365,Los Angeles,24864,3,554518,24,"
Zoning:

CERS5000
		",09/15/2020,"$910,000","$853,000",https://www.realtytrac.com/property/ca/cerritos/90703/18541-linda-cir/154852057/
34.06727,-117.87601,3207 E Sunset Hill Dr,Single Family Residence,"4 beds, 3 baths","2,221 sqft","18,752 sqft",1973,8480005020,1110693685,Los Angeles,19665,1,406300,5,"
Zoning:

WCRA*
		",09/15/2020,"$819,500","$815,000",https://www.realtytrac.com/property/ca/west-covina/91791/3207-e-sunset-hill-dr/48986474/
34.086603,-118.313864,847 N Wilton Pl,"Triplex (3 units, any combination)","3 beds, 3 baths","2,607 sqft","5,805 sqft",1920,5535004011,1110693728,Los Angeles,3445,1,191710,25,"
Zoning:

LAR2
		",09/15/2020,"$890,000","$1,156,000",https://www.realtytrac.com/property/ca/los-angeles/90038/847-n-wilton-pl/151723608/
34.168009,-118.40281,12390 Chandler Blvd # G,Condominium,"2 beds, 2 baths","1,416 sqft",1.74 acres,1974,2347027045,1110693767,Los Angeles,31534,1,124903,,"
Zoning:

LAR3
		",09/15/2020,"$570,000","$600,000",https://www.realtytrac.com/property/ca/valley-vlg/91607/12390-chandler-blvd-g/154413094/
33.967942,-118.379084,7719 Osage Ave,Single Family Residence,"4 beds, 5 baths","3,626 sqft","9,952 sqft",1948,4104021013,1110694235,Los Angeles,13839,2,277100,59,"
Zoning:

LAR1
		",09/15/2020,"$1,600,000","$1,575,000",https://www.realtytrac.com/property/ca/los-angeles/90045/7719-osage-ave/28376523/
34.397828,-118.452003,26509 Cardinal Dr,Single Family Residence,"3 beds, 3 baths","2,531 sqft","6,579 sqft",1998,2841032013,1110694592,Los Angeles,47200-01,1,920043,32,"
Zoning:

SCSP
		",09/15/2020,"$737,000","$770,000",https://www.realtytrac.com/property/ca/canyon-country/91387/26509-cardinal-dr/49075882/
34.32809,-118.424204,13414 Lochrin Ln,Single Family Residence,"3 beds, 2 baths","1,572 sqft","8,541 sqft",1976,2582017004,1110695057,Los Angeles,29347,2,106020,65,"
Zoning:

LARS
		",09/15/2020,"$715,000","$649,000",https://www.realtytrac.com/property/ca/sylmar/91342/13414-lochrin-ln/24491472/
33.748128,-118.332781,3323 Crownview Dr,Single Family Residence,"6 beds, 8 baths","7,587 sqft",0.74 acres,1984,7566017015,1110695607,Los Angeles,25376,4,670702,77,"
Zoning:

RPRS20000*
		",09/15/2020,"$3,550,000",,https://www.realtytrac.com/property/ca/rancho-palos-verdes/90275/3323-crownview-dr/19766937/
33.785296,-118.101797,6707 E Bacarro St,Single Family Residence,"3 beds, 2 baths","1,280 sqft","8,469 sqft",1954,7239004026,1110697255,Los Angeles,19781,3,574500,515,"
Zoning:

LBR1N
		",09/15/2020,"$700,000","$735,000",https://www.realtytrac.com/property/ca/long-beach/90815/6707-e-bacarro-st/54668583/
34.160995,-118.783943,5915 Dunegal Ct,Planned Unit Development (PUD),"4 beds, 4 baths","3,978 sqft","9,327 sqft",1988,2056056026,1110697274,Los Angeles,32995,2,800332,74,"
Zoning:

AHRPD11.6U*
		",09/15/2020,"$1,525,000","$1,416,000",https://www.realtytrac.com/property/ca/agoura-hills/91301/5915-dunegal-ct/7327988/
34.07351,-118.096212,1963 Denton Ave # C,Condominium,"2 beds, 3 baths","1,736 sqft","11,005 sqft",2008,5370028062,1110697280,Los Angeles,,3,482301,1,"
Zoning:

SLR2YY
		",09/15/2020,"$670,000","$631,000",https://www.realtytrac.com/property/ca/san-gabriel/91776/1963-denton-ave-c/155030229/
33.876379,-118.040794,13636 Beach St,Single Family Residence,"3 beds, 2 baths","1,405 sqft","5,090 sqft",1971,7006020032,1110697779,Los Angeles,29603,2,554511,85,"
Zoning:

CERS5000
		",09/15/2020,"$630,000","$808,000",https://www.realtytrac.com/property/ca/cerritos/90703/13636-beach-st/43766785/
33.899246,-118.400535,3304 N Poinsettia Ave,Single Family Residence,"5 beds, 4 baths","3,228 sqft","4,638 sqft",1995,4173013035,1110697827,Los Angeles,PARCEL MAP 24064,1,620301,1,"
Zoning:

MNRS
		",09/15/2020,"$3,000,000","$2,540,000",https://www.realtytrac.com/property/ca/manhattan-beach/90266/3304-n-poinsettia-ave/154516859/
33.899395,-118.334549,14532 Yukon Ave # 4,Condominium,"3 beds, 3 baths","1,643 sqft",0.57 acres,1991,4071009100,1110698214,Los Angeles,48993,2,603704,1,"
Zoning:

HAR2*
		",09/15/2020,"$590,000","$580,000",https://www.realtytrac.com/property/ca/hawthorne/90250/14532-yukon-ave-4/49025644/
34.639291,-118.232226,41635 57th St W,Single Family Residence,"3 beds, 3 baths","2,527 sqft","19,158 sqft",1986,3101039011,1110698628,Los Angeles,36395,2,910301,15,"
Zoning:

LCA110000*
		",09/15/2020,"$490,000","$535,000",https://www.realtytrac.com/property/ca/quartz-hill/93536/41635-57th-st-w/20682769/
34.003451,-118.205195,4427 S Downey Rd,"Parking Garage, Parking Structure",,"18,905 sqft","18,931 sqft",1935,6303017007,1110698648,Los Angeles,6056,1,532400,117,"
Zoning:

VEM*
		",09/15/2020,"$4,125,000",,https://www.realtytrac.com/property/ca/vernon/90058/4427-s-downey-rd/154839193/
33.961822,-118.393771,8425 Truxton Ave,Single Family Residence,"4 beds, 4 baths","2,710 sqft","6,000 sqft",1941,4107031008,1110698659,Los Angeles,12227,3,276000,36,"
Zoning:

LAR1
		",09/15/2020,"$1,671,500","$1,697,000",https://www.realtytrac.com/property/ca/los-angeles/90045/8425-truxton-ave/154498229/
34.169692,-118.447444,5455 Sylmar Ave # 1504,Condominium,"2 beds, 3 baths","1,228 sqft",1.65 acres,1989,2245008150,1110699111,Los Angeles,37478,2,128500,1,"
Zoning:

LAR3
		",09/15/2020,"$600,000","$557,000",https://www.realtytrac.com/property/ca/sherman-oaks/91401/5455-sylmar-ave-1504/43817624/
34.022684,-118.507398,757 Ocean Ave # 309,Condominium,"1 bed, 1 bath",738 sqft,0.51 acres,1958,4293014078,1110699559,Los Angeles,48900,3,701304,1,"
Zoning:

SMR3*
		",09/15/2020,"$420,000","$851,000",https://www.realtytrac.com/property/ca/santa-monica/90402/757-ocean-ave-309/154557017/
33.857689,-118.258308,19016 Enslow Dr,Single Family Residence,"3 beds, 2 baths","1,465 sqft","6,709 sqft",1961,7321020015,1110699574,Los Angeles,25661,1,543322,54,"
Zoning:

CARS*
		",09/15/2020,"$710,000","$616,000",https://www.realtytrac.com/property/ca/carson/90746/19016-enslow-dr/154887743/
34.154359,-118.76916,29629 Quail Run Dr,Planned Unit Development (PUD),"5 beds, 3 baths","3,137 sqft","6,023 sqft",1989,2053032081,1110699941,Los Angeles,37246,4,800324,12,"
Zoning:

AHRPD100004.5
		",10/31/2014,"$845,000","$1,106,000",https://www.realtytrac.com/property/ca/agoura-hills/91301/29629-quail-run-dr/26239613/
34.003366,-118.20554,3383 E 45th St,"Parking Garage, Parking Structure",,,"11,841 sqft",1983,6303017005,1110700021,Los Angeles,6056,1,532400,110,"
Zoning:

VEM*
		",09/15/2020,"$4,125,000",,https://www.realtytrac.com/property/ca/vernon/90058/3383-e-45th-st/154839192/
33.874016,-118.36251,2621 Mathews Ave,Single Family Residence,"3 beds, 2 baths","1,176 sqft","5,002 sqft",1951,4153022021,1110700954,Los Angeles,REDONDO VILLA 02,2,620521,23,"
Zoning:

RBR-3
		",09/15/2020,"$1,130,000","$905,000",https://www.realtytrac.com/property/ca/redondo-beach/90278/2621-mathews-ave/24838013/
34.015648,-118.067659,9541 Danville St,Single Family Residence,"3 beds, 1 bath","1,024 sqft","5,257 sqft",1953,8123009024,1110701025,Los Angeles,18367,2,500403,134,"
Zoning:

PRSF*
		",09/15/2020,"$175,000","$513,000",https://www.realtytrac.com/property/ca/pico-rivera/90660/9541-danville-st/46010493/
34.048001,-118.237526,100 S Alameda St # 218,Condominium,"1 bed, 1 bath",735 sqft,3.17 acres,2005,5163001089,1110723030,Los Angeles,62826,1,206031,1,"
Zoning:

LAC2
		",09/15/2020,"$500,000","$374,000",https://www.realtytrac.com/property/ca/los-angeles/90012/100-s-alameda-st-218/19030077/
34.151348,-118.496377,4413 Petit Ave,Single Family Residence,"5 beds, 4 baths","4,550 sqft","17,927 sqft",1937,2289028014,1110724385,Los Angeles,2955,4,139701,7,"
Zoning:

LARE15
		",09/15/2020,"$2,300,000","$2,045,000",https://www.realtytrac.com/property/ca/encino/91436/4413-petit-ave/29428073/
