latitude,longitude,address,property_type,rooms,home_size,lot_size,year_built,parcel_number,realtyID,county,subdivision,census,tract,lot,zoning,date,sale_price,estimated_value,sex_offenders,crime_index,enviornmental_hazards,natural_disasters,school_quality,url
33.953184,-118.088266,9635 Bartley Ave,Single Family Residence,"3 beds, 2 baths","1,034 sqft","7,016 sqft",1950,8006023012,1114968493,Los Angeles,16194,1,502700,444,"
Zoning:

SSR1YY
		",01/25/2021,"$420,000","$642,500",16 Found,Moderately High,7 Found,2 Found,Above Average,https://www.realtytrac.com/property/ca/santa-fe-springs/90670/9635-bartley-ave/40274661/
33.944121,-118.366283,10110 Redfern Ave,Single Family Residence,"5 beds, 2 baths","1,551 sqft","5,333 sqft",1947,4038011003,1114969393,Los Angeles,12455,2,601501,158,"
Zoning:

LCR1YY
		",01/25/2021,"$702,000","$550,700",8 Found,Moderately High,16 Found,1 Found,Average,https://www.realtytrac.com/property/ca/inglewood/90304/10110-redfern-ave/154485561/
34.189747,-118.65203,6562 Sheltondale Ave,Single Family Residence,"4 beds, 2 baths","1,404 sqft","9,266 sqft",1960,2034019035,1114969893,Los Angeles,21893,3,135203,7,"
Zoning:

LARS
		",01/25/2021,"$845,500","$795,200",3 Found,Very Low,2 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/west-hills/91307/6562-sheltondale-ave/52638289/
33.92395,-118.355583,4537 W 120th St,Single Family Residence,"2 beds, 1 bath",864 sqft,"5,826 sqft",1920,4044020021,1114970347,Los Angeles,HAWTHORNE,1,602103,10,"
Zoning:

HAR3YY
		",01/25/2021,"$650,000","$373,600",7 Found,Slightly High,9 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/hawthorne/90250/4537-w-120th-st/141464293/
34.178894,-118.23373,1513 Wabasso Way,Single Family Residence,"2 beds, 1 bath","1,208 sqft","7,451 sqft",1950,5614015037,1114971263,Los Angeles,6409,2,300701,41,"
Zoning:

GLR1YY
		",01/25/2021,"$998,000","$1,163,000",0 Found,Low,3 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/glendale/91208/1513-wabasso-way/459919/
34.016775,-118.368241,5615 Aladdin St,Single Family Residence,"1 bed, 2 baths","1,625 sqft","11,428 sqft",1955,5029014006,1114971721,Los Angeles,14474,3,236000,19,"
Zoning:

LAR1
		",01/25/2021,"$1,310,000","$1,311,000",2 Found,Slightly High,9 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/los-angeles/90008/5615-aladdin-st/3009242/
34.172932,-118.585251,20741 Martha St,Single Family Residence,"3 beds, 2 baths","1,404 sqft","7,500 sqft",1959,2151035022,1114972242,Los Angeles,22971,1,137104,85,"
Zoning:

LAR1
		",01/25/2021,"$746,000","$756,100",3 Found,Very Low,4 Found,1 Found,Average,https://www.realtytrac.com/property/ca/woodland-hills/91367/20741-martha-st/148535466/
33.969745,-118.24681,1524 E 77th St,"Duplex (2 units, any combination)","5 beds, 3 baths","2,003 sqft","5,754 sqft",1925,6021011009,1114973042,Los Angeles,5126,3,535002,8,"
Zoning:

LCR3*
		",01/25/2021,"$410,000","$685,400",19 Found,Slightly High,23 Found,1 Found,Average,https://www.realtytrac.com/property/ca/los-angeles/90001/1524-e-77th-st/9797568/
34.4808,-117.8097,Vac/223drt/av,MISCELLANEOUS   (Vacant Land)     ,,,7.91 acres,,3086007002,1114973124,Los Angeles,,2,911001,28,"
Zoning:

LCA11*
		",10/02/2020,"$25,000",,0 Found,,1 Found,1 Found,Average,https://www.realtytrac.com/property/ca/mount-waterman/93544/vac223drtav/241237899/
34.6881,-118.0618,Vac/cor Mossdale Ave/177th Ste,Residential - Vacant Land,,,0.69 acres,,3071011001,1114973134,Los Angeles,28489,3,900103,115,"
Zoning:

LCRA30000*
		",01/25/2021,"$17,000",,1 Found,,2 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/lake-los-angeles/93535/vaccor-mossdale-ave177th-ste/223542208/
33.835604,-118.169525,4235 Rose Ave,Single Family Residence,"3 beds, 2 baths","1,494 sqft","6,105 sqft",1943,7137003039,1114973633,Los Angeles,12190,1,571504,161,"
Zoning:

LBR1N
		",01/25/2021,"$708,000","$764,600",12 Found,Slightly High,7 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/long-beach/90807/4235-rose-ave/142099841/
34.070003,-117.747652,309 E Jefferson Ave,Single Family Residence,"2 beds, 2 baths","1,471 sqft","7,184 sqft",1925,8339010011,1114974052,Los Angeles,ANTONIO HEIGHTS TR,5,402600,11,"
Zoning:

POR106
		",01/25/2021,"$550,000","$606,200",13 Found,Moderately High,4 Found,1 Found,Average,https://www.realtytrac.com/property/ca/pomona/91767/309-e-jefferson-ave/149528703/
34.214152,-118.483057,16041 Arminta St,Light Industrial (10% Improved Office space; Machine Shop),,"4,710 sqft","13,500 sqft",1963,2206007040,1114974105,Los Angeles,8974,1,127400,3,"
Zoning:

LAM2
		",01/25/2021,"$2,015,000",,11 Found,,17 Found,1 Found,Average,https://www.realtytrac.com/property/ca/van-nuys/91406/16041-arminta-st/30612158/
34.102094,-117.77503,1849 3rd St,Single Family Residence,"2 beds, 2 baths","1,200 sqft","6,915 sqft",1910,8381026016,1114974107,Los Angeles,EOLINE TR,2,401500,17,"
Zoning:

LVPR4.5D*
		",01/25/2021,"$780,000","$702,700",3 Found,Low,6 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/la-verne/91750/1849-3rd-st/40326604/
34.184251,-118.410933,6240 Goodland Pl,Single Family Residence,"3 beds, 1 bath",936 sqft,"5,862 sqft",1947,2332007018,1114974166,Los Angeles,13916,2,123700,67,"
Zoning:

LAR1
		",06/10/1971,,"$553,500",8 Found,Low,4 Found,1 Found,Average,https://www.realtytrac.com/property/ca/north-hollywood/91606/6240-goodland-pl/24352272/
33.881336,-118.085347,11668 Cedarvale St,Single Family Residence,"4 beds, 2 baths","1,424 sqft","5,186 sqft",1959,7014008034,1114974170,Los Angeles,24703,1,554600,74,"
Zoning:

NOR1YY
		",05/02/1972,,"$389,100",14 Found,Moderate,7 Found,2 Found,Above Average,https://www.realtytrac.com/property/ca/norwalk/90650/11668-cedarvale-st/24865597/
34.197269,-118.13742,381 E Las Flores Dr,Single Family Residence,"4 beds, 2 baths","1,631 sqft","10,749 sqft",1923,5841010016,1114974439,Los Angeles,PUNAHOU,3,460200,10,"
Zoning:

LCR175
		",01/25/2021,"$1,200,000","$1,085,000",2 Found,Moderate,2 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/altadena/91001/381-e-las-flores-dr/154655238/
34.130632,-118.229921,4400 W Avenue 42,Single Family Residence,"2 beds, 2 baths","1,622 sqft","7,537 sqft",1935,5684006007,1114974972,Los Angeles,5127,4,186100,16,"
Zoning:

LAR1
		",01/25/2021,"$995,000","$1,067,000",9 Found,Slightly High,2 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90065/4400-w-avenue-42/16646244/
34.114855,-118.316474,2395 Canyon Dr,Single Family Residence,"4 beds, 5 baths","3,098 sqft","8,276 sqft",1936,5580013012,1114974998,Los Angeles,9593,1,189400,2,"
Zoning:

LAR1
		",01/25/2021,"$2,850,000","$2,949,000",1 Found,Slightly High,3 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90068/2395-canyon-dr/40261766/
34.140982,-118.231205,1512 Dixon St # F,Condominium,"3 beds, 3 baths","1,363 sqft",2.06 acres,1974,5680020056,1114975008,Los Angeles,31948,2,302104,,"
Zoning:

GLR4*
		",07/29/1975,"$40,000","$628,500",6 Found,Low,6 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/glendale/91205/1512-dixon-st-f/27068816/
34.020751,-118.14839,5638 Hubbard St,Single Family Residence,"2 beds, 1 bath",624 sqft,"2,382 sqft",1925,6342028002,1114975041,Los Angeles,5445,2,531701,475,"
Zoning:

LCR305
		",01/25/2021,"$360,000","$357,500",21 Found,Slightly High,7 Found,1 Found,Average,https://www.realtytrac.com/property/ca/los-angeles/90022/5638-hubbard-st/154670354/
34.056358,-118.17152,4318 Comly St,Single Family Residence,"3 beds, 1 bath","1,299 sqft","4,004 sqft",1947,5225015023,1114953214,Los Angeles,8907,1,530602,41,"
Zoning:

LCR2*
		",01/25/2021,"$600,000","$605,600",12 Found,Slightly High,15 Found,1 Found,Average,https://www.realtytrac.com/property/ca/los-angeles/90063/4318-comly-st/154668723/
33.998999,-117.942995,1493 Forest Glen Dr # 201,Condominium,"3 beds, 2 baths","1,097 sqft",12.85 acres,1972,8207003234,1114953233,Los Angeles,31128,1,408623,,"
Zoning:

LCR3*
		",01/25/2021,"$425,000","$496,900",3 Found,Moderate,6 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/hacienda-heights/91745/1493-forest-glen-dr-201/11721336/
33.948925,-118.199276,9319 San Vincente Ave,Single Family Residence,"3 beds, 1 bath",890 sqft,"4,836 sqft",1920,6203005023,1114953658,Los Angeles,5280,1,535804,1382,"
Zoning:

SGR3YY
		",01/25/2021,"$455,000","$552,500",15 Found,Slightly High,14 Found,1 Found,Average,https://www.realtytrac.com/property/ca/south-gate/90280/9319-san-vincente-ave/562811/
34.054865,-118.35039,1133 S Cochran Ave,Single Family Residence,"3 beds, 1 bath","1,801 sqft","6,497 sqft",1935,5085011014,1114953666,Los Angeles,4031,5,216200,75,"
Zoning:

LAR3
		",01/25/2021,"$1,199,000","$1,203,000",8 Found,Slightly High,7 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90019/1133-s-cochran-ave/44046963/
34.204249,-118.234053,3536 Angelus Ave,Single Family Residence,"2 beds, 1 bath","1,104 sqft","6,482 sqft",1938,5611004062,1114953668,Los Angeles,SPARR HEIGHTS,1,300600,4,"
Zoning:

GLR1YY
		",01/25/2021,"$899,000","$664,000",0 Found,Low,5 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/glendale/91208/3536-angelus-ave/154779334/
34.143357,-118.425097,4047 Dixie Canyon Ave,Single Family Residence,"3 beds, 4 baths","3,111 sqft","16,833 sqft",2001,2373018019,1115051777,Los Angeles,7633,1,141700,227,"
Zoning:

LAR1
		",01/27/2021,"$2,899,000","$2,279,000",0 Found,Moderate,2 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/sherman-oaks/91423/4047-dixie-canyon-ave/52154543/
34.209954,-118.574077,20235 Keswick St # 322,Condominium,"2 beds, 2 baths","1,021 sqft",1.74 acres,1982,2114003156,1114953855,Los Angeles,38054,2,134104,3,"
Zoning:

LAR3
		",01/25/2021,"$354,500","$371,200",12 Found,,5 Found,1 Found,Average,https://www.realtytrac.com/property/ca/winnetka/91306/20235-keswick-st-322/140829044/
33.726852,-118.32568,2235 W 25th St # 215,Condominium,"2 beds, 2 baths","1,350 sqft",1.96 acres,1969,7563006144,1114954067,Los Angeles,LOS PALOS VERDES,2,297400,,"
Zoning:

LAR1
		",01/25/2021,"$610,000","$370,100",2 Found,Very Low,2 Found,2 Found,Average,https://www.realtytrac.com/property/ca/san-pedro/90732/2235-w-25th-st-215/154709228/
33.806737,-118.267212,437 E Pacific St,Single Family Residence,"4 beds, 2 baths","1,454 sqft","6,048 sqft",1920,7406010029,1114954091,Los Angeles,FACTORY CENTER,1,543703,16,"
Zoning:

CARS*
		",01/25/2021,"$665,000","$656,400",16 Found,Moderate,18 Found,1 Found,Average,https://www.realtytrac.com/property/ca/carson/90745/437-e-pacific-st/763505/
34.079152,-118.38667,8912 Dorrington Ave,Single Family Residence,"3 beds, 2 baths","1,120 sqft","3,977 sqft",1926,4336015008,1114954321,Los Angeles,5125,4,700400,145,"
Zoning:

WDR1B*
		",01/25/2021,"$2,150,000","$2,225,000",0 Found,Slightly High,12 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/west-hollywood/90048/8912-dorrington-ave/44043849/
34.115503,-117.740281,1741 Lynoak Dr,Single Family Residence,"4 beds, 2 baths","1,990 sqft","11,142 sqft",1962,8304004035,1114954379,Los Angeles,23647,1,401701,12,"
Zoning:

CLRS10000*
		",01/25/2021,"$835,000","$844,000",2 Found,Low,3 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/claremont/91711/1741-lynoak-dr/40208845/
34.183201,-118.52465,17949 Delano St,Single Family Residence,"4 beds, 3 baths","2,198 sqft","5,084 sqft",1983,2123023081,1114955062,Los Angeles,,1,132900,C,"
Zoning:

LAR1
		",01/25/2021,"$850,000","$829,800",5 Found,,4 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/encino/91316/17949-delano-st/142241498/
33.803405,-118.363778,3928 Via Solano,Single Family Residence,"4 beds, 4 baths","2,670 sqft","7,253 sqft",2000,7537002011,1114955091,Los Angeles,6887,2,670324,11,"
Zoning:

PVR1*
		",01/25/2021,"$2,300,000","$1,994,000",1 Found,Very Low,3 Found,2 Found,Excellent,https://www.realtytrac.com/property/ca/palos-verdes-estates/90274/3928-via-solano/30482639/
34.170151,-118.030124,2040 Vista Ave,Single Family Residence,"3 beds, 2 baths","2,582 sqft","21,598 sqft",1958,5765006014,1114955093,Los Angeles,18702,4,430501,26,"
Zoning:

SRR1-CUP*
		",07/07/1993,,"$627,900",0 Found,Very Low,3 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/sierra-madre/91024/2040-vista-ave/148626144/
34.148545,-118.440302,14101 Dickens St # 18,Condominium,"2 beds, 3 baths","1,347 sqft",0.66 acres,1974,2266013074,1114955104,Los Angeles,31415,3,141202,,"
Zoning:

LARD1.5
		",02/10/2016,"$520,000","$720,300",0 Found,,2 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/sherman-oaks/91423/14101-dickens-st-18/145564271/
34.005999,-117.964272,1315 Lancewood Ave,Single Family Residence,"3 beds, 2 baths","1,138 sqft","5,977 sqft",1955,8244001003,1114955514,Los Angeles,16891,2,408631,3,"
Zoning:

LCR106
		",01/25/2021,"$610,000","$607,700",7 Found,Moderate,13 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/hacienda-heights/91745/1315-lancewood-ave/43728285/
34.219192,-118.392899,8154 Gentry Ave,Single Family Residence,"3 beds, 2 baths","1,561 sqft","6,412 sqft",1950,2310011023,1114955816,Los Angeles,13194,2,121802,11,"
Zoning:

LAR1
		",01/25/2021,"$770,000","$593,500",18 Found,Low,16 Found,1 Found,Average,https://www.realtytrac.com/property/ca/north-hollywood/91605/8154-gentry-ave/154408013/
34.197083,-118.120607,2855 Zane Grey Ter,Single Family Residence,"3 beds, 3 baths","2,081 sqft",0.95 acres,1978,5843020045,1114955971,Los Angeles,PARCEL MAP 6825,2,460100,2,"
Zoning:

LCR175
		",01/25/2021,"$1,310,000","$1,757,000",1 Found,Moderate,2 Found,1 Found,Average,https://www.realtytrac.com/property/ca/altadena/91001/2855-zane-grey-ter/43698605/
34.6867,-118.2375,Vac/ave D/vic 111 Stw,MISCELLANEOUS   (Vacant Land)     ,,,4.65 acres,,3261034008,1114955976,Los Angeles,32742,1,901209,38,"
Zoning:

LCA22*
		",01/25/2021,"$18,000",,2 Found,,1 Found,1 Found,Average,https://www.realtytrac.com/property/ca/antelope-acres/93536/vacave-dvic-111-stw/241265162/
34.556726,-118.066554,37116 Waterman Ave,Single Family Residence,"3 beds, 2 baths","1,564 sqft","7,018 sqft",1987,3052040059,1114956031,Los Angeles,43821,1,910715,11,"
Zoning:

PDR1*
		",01/25/2021,"$375,000","$357,900",5 Found,Moderate,2 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/palmdale/93550/37116-waterman-ave/22315034/
34.102775,-117.780804,1492 3rd St # A,Condominium,"3 beds, 3 baths","1,565 sqft",1.16 acres,1987,8381030039,1114956071,Los Angeles,44520,3,401500,1,"
Zoning:

LVPID*
		",01/25/2021,"$500,000","$559,400",3 Found,Low,6 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/la-verne/91750/1492-3rd-st-a/150348132/
33.900847,-118.239077,825 W Elm St,Single Family Residence,"3 beds, 1 bath","1,382 sqft","4,996 sqft",1912,6156008027,1114956086,Los Angeles,5627,4,542700,36,"
Zoning:

CORM*
		",01/25/2021,"$339,000","$516,700",18 Found,High,12 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/compton/90220/825-w-elm-st/23988900/
34.465503,-118.558759,23903 Francisco Way,Single Family Residence,"4 beds, 3 baths","2,815 sqft","12,247 sqft",2004,3244176030,1114956105,Los Angeles,51644-03,1,920107,57,"
Zoning:

LCA25*
		",01/25/2021,"$889,000","$919,600",1 Found,Low,3 Found,2 Found,Excellent,https://www.realtytrac.com/property/ca/santa-clarita/91354/23903-francisco-way/152742814/
34.215638,-118.236876,2644 Mayfield Ave,Single Family Residence,"3 beds, 2 baths","1,143 sqft","6,249 sqft",1951,5610030069,1114956181,Los Angeles,12346,1,300501,10,"
Zoning:

LCR1*
		",,,"$561,900",0 Found,,1 Found,0 Found,Excellent,https://www.realtytrac.com/property/ca/la-crescenta/91214/2644-mayfield-ave/53571067/
34.437004,-118.558028,24069 Whitewater Dr,Single Family Residence,"3 beds, 3 baths","1,962 sqft","2,555 sqft",2005,2810091068,1114956528,Los Angeles,54312,1,920114,135,"
Zoning:

SCSP
		",01/25/2021,"$675,000","$692,900",0 Found,Low,9 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/santa-clarita/91354/24069-whitewater-dr/13292141/
34.583562,-118.076815,2916 E Avenue Q4,Single Family Residence,"3 beds, 2 baths","1,434 sqft","10,410 sqft",2006,3018023028,1114956546,Los Angeles,,2,910601,3,"
Zoning:

LCRA7000*
		",01/25/2021,"$373,000","$452,700",2 Found,Moderate,4 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/palmdale/93550/2916-e-avenue-q4/30234422/
34.076873,-118.042547,10529 Valley Blvd,"Parking Garage, Parking Structure",,,0.6 acres,,8575024048,1114956597,Los Angeles,SAN FRANCISQUITO RHO,1,432801,,"
Zoning:

EMM2*
		",01/25/2021,"$4,988,000",,5 Found,Moderate,19 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/el-monte/91731/10529-valley-blvd/219276187/
34.663793,-118.402287,15348 Sandrock Dr,Single Family Residence,"3 beds, 3 baths","1,888 sqft","8,186 sqft",1988,3235033005,1114956669,Los Angeles,23748,2,920102,5,"
Zoning:

LCR17500*
		",01/25/2021,"$435,000","$426,900",0 Found,,2 Found,2 Found,Above Average,https://www.realtytrac.com/property/ca/lake-hughes/93532/15348-sandrock-dr/154477452/
34.024554,-118.502303,847 5th St # 204,Condominium,"2 beds, 2 baths","1,243 sqft","15,001 sqft",1969,4292009075,1114956844,Los Angeles,32503,2,701302,,"
Zoning:

SMR2*
		",01/25/2021,"$1,105,000","$1,189,000",2 Found,Moderate,7 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/santa-monica/90403/847-5th-st-204/154556196/
33.808216,-118.363055,4509 Highgrove Ave,Single Family Residence,"3 beds, 3 baths","1,745 sqft","5,500 sqft",1953,7532003023,1114956909,Los Angeles,18594,1,651302,129,"
Zoning:

TORR-LO
		",01/25/2021,"$1,475,000","$1,411,000",1 Found,Low,3 Found,2 Found,Excellent,https://www.realtytrac.com/property/ca/torrance/90505/4509-highgrove-ave/154705822/
33.815412,-118.310211,23121 Huber Ave,Single Family Residence,"2 beds, 2 baths","1,338 sqft","5,985 sqft",1948,7360014028,1114956929,Los Angeles,15213,2,651001,28,"
Zoning:

TORR-LO
		",01/25/2021,"$775,000","$929,700",4 Found,Low,11 Found,2 Found,Average,https://www.realtytrac.com/property/ca/torrance/90501/23121-huber-ave/154893436/
33.743755,-118.311989,105 Mirabeau Ave,Single Family Residence,"5 beds, 3 baths","2,000 sqft","6,265 sqft",1955,7559017002,1114956947,Los Angeles,20974,1,296401,73,"
Zoning:

LAR1
		",01/25/2021,"$907,000","$1,075,000",4 Found,Very Low,2 Found,2 Found,Average,https://www.realtytrac.com/property/ca/san-pedro/90732/105-mirabeau-ave/23755540/
34.666956,-118.168189,2130 Limewood Ln,Single Family Residence,"3 beds, 2 baths","1,150 sqft","5,911 sqft",1988,3112050034,1114957209,Los Angeles,44548,1,901011,47,"
Zoning:

LRA22*
		",01/25/2021,"$360,000","$362,300",2 Found,Moderate,2 Found,1 Found,Average,https://www.realtytrac.com/property/ca/lancaster/93536/2130-limewood-ln/17431301/
34.410187,-118.558578,24113 Del Monte Dr # 38,Condominium,"2 beds, 2 baths","1,000 sqft",19.34 acres,1990,2861054042,1114957507,Los Angeles,44458,1,920330,1,"
Zoning:

SCUR3
		",01/25/2021,"$415,000","$445,700",0 Found,Low,4 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/valencia/91355/24113-del-monte-dr-38/13024158/
33.766166,-118.196875,411 W Seaside Way # 804,Condominium,"2 beds, 2 baths","1,410 sqft",0.76 acres,2007,7278004200,1114957888,Los Angeles,60109,2,576001,2,"
Zoning:

LBPD6
		",01/25/2021,"$750,000","$558,500",7 Found,Slightly High,19 Found,2 Found,Average,https://www.realtytrac.com/property/ca/long-beach/90802/411-w-seaside-way-804/141831760/
33.900469,-118.232815,512 W Elm St,"Duplex (2 units, any combination)","4 beds, 2 baths","2,584 sqft","7,496 sqft",1966,6151013004,1114957948,Los Angeles,,2,542700,9,"
Zoning:

COR2*
		",01/25/2021,,"$281,400",20 Found,High,14 Found,2 Found,Poor,https://www.realtytrac.com/property/ca/compton/90220/512-w-elm-st/26627678/
33.992298,-117.816446,1643 Silver Rain Dr,Single Family Residence,"4 beds, 3 baths","1,915 sqft","6,739 sqft",1977,8702018024,1114957964,Los Angeles,31062,2,403324,9,"
Zoning:

LCR18000*
		",01/25/2021,"$849,000","$842,100",0 Found,Low,2 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/diamond-bar/91765/1643-silver-rain-dr/154996870/
34.414105,-118.547757,26139 Galvez Ct,Planned Unit Development (PUD),"3 beds, 2 baths","1,128 sqft","5,337 sqft",1986,2861014026,1114958056,Los Angeles,38839,1,920329,11,"
Zoning:

SCUR3
		",03/16/1999,,"$526,000",0 Found,Low,12 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/valencia/91355/26139-galvez-ct/51914865/
33.791863,-118.161666,2525 E 19th St # 34,Condominium,"1 bed, 1 bath",666 sqft,0.62 acres,1975,7216019070,1114958321,Los Angeles,29304,5,573402,,"
Zoning:

SHR4*
		",01/25/2021,"$385,000","$336,700",12 Found,Slightly High,13 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/signal-hill/90755/2525-e-19th-st-34/154573677/
33.906314,-118.029674,13631 Valley View Ave,Single Family Residence,"4 beds, 2 baths","1,125 sqft","5,946 sqft",1956,8059023005,1114958916,Los Angeles,22012,3,504101,5,"
Zoning:

LCRAYY
		",07/17/2000,"$183,000","$644,200",9 Found,Low,17 Found,1 Found,Average,https://www.realtytrac.com/property/ca/la-mirada/90638/13631-valley-view-ave/51747933/
34.121347,-118.386785,8540 Mulholland Dr,Single Family Residence,"3 beds, 3 baths","2,718 sqft","12,548 sqft",1963,5565044004,1114959382,Los Angeles,25690,1,261101,30,"
Zoning:

LARE15
		",01/25/2021,"$1,588,000","$2,129,000",0 Found,Slightly High,3 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/los-angeles/90046/8540-mulholland-dr/53120468/
34.553275,-118.094606,1926 E Avenue S4,Single Family Residence,"4 beds, 3 baths","1,690 sqft","7,123 sqft",1993,3053058071,1114959651,Los Angeles,43581,1,910707,176,"
Zoning:

LCA21*
		",01/25/2021,"$399,000","$420,700",6 Found,Moderate,2 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/palmdale/93550/1926-e-avenue-s4/9105002/
33.755744,-118.296465,1306 N Meyler St,Single Family Residence,"4 beds, 2 baths","1,796 sqft","5,707 sqft",1963,7445002013,1114959753,Los Angeles,21318,1,296300,28,"
Zoning:

LAR1
		",03/06/1986,,"$632,000",6 Found,Very Low,14 Found,2 Found,Above Average,https://www.realtytrac.com/property/ca/san-pedro/90731/1306-n-meyler-st/154902836/
34.587152,-118.178293,2665 Redington St,Single Family Residence,"3 beds, 3 baths","1,388 sqft","6,992 sqft",1992,3003083002,1114959764,Los Angeles,46452,1,910207,57,"
Zoning:

LCA22*
		",01/25/2021,"$390,000","$349,000",4 Found,Moderate,3 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/palmdale/93551/2665-redington-st/26536108/
34.066377,-118.430712,10433 Wilshire Blvd # 407,Condominium,"2 beds, 3 baths","1,418 sqft",0.72 acres,1963,4360029053,1114959998,Los Angeles,32739,1,265100,,"
Zoning:

LAR5
		",01/25/2021,"$875,000","$1,033,000",2 Found,Slightly High,10 Found,1 Found,Average,https://www.realtytrac.com/property/ca/los-angeles/90024/10433-wilshire-blvd-407/54753783/
33.883381,-118.34583,4056 W 162nd St,Single Family Residence,"3 beds, 1 bath",999 sqft,"5,205 sqft",1950,4074022002,1114960212,Los Angeles,6286,2,604100,42,"
Zoning:

LNR2YY
		",11/05/1982,,"$475,800",3 Found,Moderate,4 Found,1 Found,Average,https://www.realtytrac.com/property/ca/lawndale/90260/4056-w-162nd-st/27068799/
33.774424,-118.411787,1233 Via Romero,Single Family Residence,"3 beds, 3 baths","2,902 sqft","14,935 sqft",1960,7543017009,1114960213,Los Angeles,23522,3,670328,5,"
Zoning:

PVR1*
		",01/25/2021,"$2,225,000","$2,251,000",1 Found,Very Low,2 Found,2 Found,Excellent,https://www.realtytrac.com/property/ca/palos-verdes-estates/90274/1233-via-romero/154918460/
34.053498,-118.417031,2140 Fox Hills Dr,Single Family Residence,"5 beds, 4 baths","2,952 sqft","6,499 sqft",1937,4319005067,1114960290,Los Angeles,7260,2,267100,9,"
Zoning:

LAR1
		",01/25/2021,"$2,300,500","$2,514,000",2 Found,Slightly High,6 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90025/2140-fox-hills-dr/14087766/
34.037965,-117.95574,803 Aldgate Ave,Single Family Residence,"3 beds, 1 bath","1,478 sqft","5,974 sqft",1954,8212022025,1114960678,Los Angeles,19435,3,407302,76,"
Zoning:

LCR106
		",01/25/2021,"$528,000","$608,200",16 Found,Moderate,7 Found,1 Found,Average,https://www.realtytrac.com/property/ca/la-puente/91744/803-aldgate-ave/17951406/
34.246895,-118.282638,6924 Shadygrove St,Single Family Residence,"3 beds, 1 bath","1,358 sqft","7,135 sqft",1892,2564007013,1114960753,Los Angeles,1406,3,101400,25,"
Zoning:

LAR1
		",01/25/2021,"$720,000","$426,400",4 Found,Low,5 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/tujunga/91042/6924-shadygrove-st/141298224/
34.239885,-118.497934,9308 Ruffner Ave,Single Family Residence,"3 beds, 3 baths","2,019 sqft","7,580 sqft",1960,2687016018,1114960773,Los Angeles,22648,3,117302,44,"
Zoning:

LARS
		",06/16/1978,"$22,000","$800,900",3 Found,Low,4 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/northridge/91343/9308-ruffner-ave/154447742/
34.098729,-117.863287,1318 E Covina Blvd,Single Family Residence,"3 beds, 1 bath","1,185 sqft","7,449 sqft",1950,8403002016,1114960791,Los Angeles,,1,403702,7,"
Zoning:

CVR1*
		",01/25/2021,"$540,000","$596,500",3 Found,Moderate,8 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/covina/91724/1318-e-covina-blvd/52779026/
34.29414,-118.459979,15104 Oro Grande St,Single Family Residence,"4 beds, 2 baths","1,328 sqft","7,500 sqft",1962,2611029003,1114960846,Los Angeles,25573,1,106648,3,"
Zoning:

LARS
		",01/25/2021,"$635,000","$392,700",16 Found,Low,9 Found,2 Found,Average,https://www.realtytrac.com/property/ca/sylmar/91342/15104-oro-grande-st/4138702/
