latitude,longitude,home_size,lot_size,sex_offenders,crime_index,enviornmental_hazards,school_quality,bedrooms,bathrooms,geometry,neighborhood,sale_price,sale_price_cpi,age
33.905765,-118.111209,986.0,5298.0,15,Moderate,2,Above Average,3.0,1.0,POINT (-118.111209 33.905765),723.1076385663375,751.6648189186454,752.5476339606598,68.0
34.433243,-118.401555,1594.0,7001.0,0,Low,2,Excellent,3.0,2.0,POINT (-118.401555 34.433243),754.1158597022891,800.0,800.9395837291247,37.0
34.137797,-118.209076,720.0,2750.0,3,Slightly High,6,Excellent,1.0,1.0,POINT (-118.209076 34.137797),857.2358407235046,914.8770409186144,915.9515453958605,96.0
33.972658,-117.912768,2535.0,9868.0,4,Very Low,2,Excellent,3.0,3.0,POINT (-117.912768 33.972658),793.0121946163231,940.7443861113389,941.8492712594086,37.0
34.115863,-117.840475,1255.0,6138.0,1,Low,3,Excellent,4.0,2.0,POINT (-117.840475 34.115863),800.215244245759,784.2193570679061,785.1404067528632,62.0
33.825983,-118.379983,1086.0,6082.0,1,Low,3,Excellent,2.0,1.0,POINT (-118.379983 33.825983),945.737559687281,1210.3718436910203,1211.793400804174,94.0
34.005764,-118.318542,1536.0,6500.0,51,Slightly High,4,Poor,4.0,2.0,POINT (-118.318542 34.005764),806.4526797357852,851.46931829632,852.4693516929702,99.0
34.675846,-118.087184,960.0,4736.0,12,Moderate,3,Poor,3.0,2.0,POINT (-118.087184 34.675846),585.9924054294548,494.9747468305833,495.5560846036454,37.0
34.045154,-118.373874,1306.0,5429.0,8,Slightly High,5,Average,2.0,1.0,POINT (-118.373874 34.045154),891.2739181885838,1208.7183294713454,1210.137944565678,88.0
33.918244,-118.041259,1220.0,5270.0,12,Moderate,18,Above Average,3.0,1.0,POINT (-118.041259 33.918244),680.9414955576393,724.568837309472,725.4198286721804,65.0
33.872845,-118.064652,1570.0,8296.0,10,Low,7,Excellent,4.0,2.0,POINT (-118.064652 33.872845),819.6913030074227,927.3618495495704,928.4510171806302,46.0
34.114987,-118.136625,1561.0,12820.0,1,Very Low,9,Excellent,3.0,2.0,POINT (-118.136625 34.114987),1133.4077394519134,367.4234614174767,367.8549928000349,61.0
34.126867,-117.73025,3001.0,14480.0,0,Low,4,Excellent,4.0,5.0,POINT (-117.73025 34.126867),790.9299160441853,972.111104761179,973.2528294823479,56.0
33.799464,-118.324555,1522.0,5400.0,5,Moderate,6,Average,4.0,3.0,POINT (-118.324555 33.799464),827.1646858972122,921.9544457292888,923.0372624745406,64.0
33.847717,-118.375095,1278.0,7959.0,1,Low,6,Excellent,3.0,2.0,POINT (-118.375095 33.847717),921.9158827709523,1178.9826122551597,1180.3673033544046,61.0
34.208738000000004,-118.403617,1775.0,7420.0,12,Low,11,Average,3.0,2.0,POINT (-118.403617 34.208738),702.2877798159082,851.46931829632,852.4693516929702,69.0
33.902556,-118.355072,1552.0,5826.0,5,Slightly High,10,Average,4.0,2.0,POINT (-118.355072 33.902556),791.5244987503697,901.665126307988,902.7241136602357,73.0
33.933337,-118.017483,1218.0,6067.0,10,Moderate,2,Above Average,3.0,2.0,POINT (-118.017483 33.933337),680.9414955576393,781.0249675906655,781.9422655301508,64.0
34.660582,-118.235697,2628.0,10038.0,1,Moderate,3,Above Average,4.0,3.0,POINT (-118.235697 34.660582),585.9924054294548,640.3124237432849,641.0644576619169,13.0
34.16225,-118.587274,2816.0,14095.0,5,Very Low,3,Above Average,4.0,3.0,POINT (-118.587274 34.16225),913.0715330159154,1208.0976781701056,1209.5165643221083,22.0
34.195296,-118.633283,2246.0,7424.0,3,Very Low,3,Excellent,4.0,3.0,POINT (-118.633283 34.195296),824.1942676003653,773.950902835574,774.8598924298811,63.0
34.10892,-118.434078,1548.0,6944.0,1,Moderate,2,Above Average,2.0,2.0,POINT (-118.434078 34.10892),980.1372588754194,1313.3925536563697,1314.9351064980813,88.0
34.033395,-118.21907,1370.0,4373.0,19,Slightly High,9,Poor,1.0,1.0,POINT (-118.21907 34.033395),632.4403231559044,857.3214099741124,858.3283165334149,88.0
33.791825,-118.199623,700.0,1652.0,23,Slightly High,15,Average,2.0,1.0,POINT (-118.199623 33.791825),790.8073185403072,648.074069840786,648.8352196548987,82.0
33.844415999999995,-118.139978,2274.0,7877.0,11,Slightly High,5,Above Average,3.0,2.0,POINT (-118.139978 33.844416),790.8073185403072,1089.495295997188,1090.774886063534,77.0
33.901107,-118.252088,1088.0,5502.0,13,High,12,Average,3.0,1.0,POINT (-118.252088 33.901107),630.6642838467009,696.419413859206,697.2373442965919,68.0
33.83292,-118.182604,1837.0,8726.0,7,Slightly High,8,Above Average,2.0,2.0,POINT (-118.182604 33.83292),790.8073185403072,987.420882906575,988.5805886507962,79.0
34.108106,-118.281799,1125.0,5202.0,2,Slightly High,2,Excellent,2.0,1.0,POINT (-118.281799 34.108106),1039.3426590512602,1140.175425099138,1141.5145379463518,72.0
33.78024,-118.201269,900.0,1496.0,16,Slightly High,30,Poor,2.0,2.0,POINT (-118.201269 33.78024),790.8073185403072,714.142842854285,714.981589098556,80.0
34.125547999999995,-117.910466,1648.0,5863.0,9,Moderate,8,Average,3.0,2.0,POINT (-117.910466 34.12554799999999),737.9511075570903,793.7253933193772,794.6576076505722,73.0
33.896889,-118.256694,954.0,6212.0,11,High,13,Average,2.0,1.0,POINT (-118.256694 33.896889),665.7847535522241,612.3724356957945,613.0916546667248,78.0
34.174184999999994,-118.652496,2420.0,11318.0,1,Very Low,2,Excellent,5.0,4.0,POINT (-118.652496 34.17418499999999),913.0715330159154,1041.633332799983,1042.856709963999,57.0
33.940379,-118.258839,854.0,5431.0,77,Slightly High,6,Poor,2.0,1.0,POINT (-118.258839 33.940379),669.3725336788415,644.2049363362563,644.9615419317605,78.0
34.162771,-118.359679,1513.0,7800.0,6,Low,9,Average,2.0,2.0,POINT (-118.359679 34.162771),931.1916397904457,964.3650760992955,965.4977032673444,82.0
34.175891,-118.11198,1380.0,9646.0,2,Moderate,3,Average,3.0,1.0,POINT (-118.11198 34.175891),861.0586403214015,494.9747468305833,495.5560846036454,98.0
33.996586,-118.087865,1130.0,6592.0,10,Moderate,5,Average,2.0,1.0,POINT (-118.087865 33.996586),669.990299560016,741.6198487095663,742.4908661383706,70.0
33.795289000000004,-118.094358,1442.0,5675.0,2,Slightly High,3,Excellent,4.0,2.0,POINT (-118.094358 33.795289),790.8073185403072,911.0433579144299,912.1133598089594,67.0
33.962848,-118.198741,1644.0,6072.0,14,Slightly High,14,Average,2.0,2.0,POINT (-118.198741 33.962848),618.400958904149,729.3833011524188,730.2399470049914,60.0
33.923031,-118.290677,870.0,12519.0,25,Slightly High,12,Poor,2.0,1.0,POINT (-118.290677 33.923031),710.2559651078142,741.6198487095663,742.4908661383706,93.0
34.006605,-118.410393,1101.0,5500.0,4,Moderate,16,Excellent,2.0,2.0,POINT (-118.410393 34.006605),1039.350305651024,1360.1470508735442,1361.7445159213166,72.0
34.078546,-117.748924,1208.0,7645.0,13,Moderately High,6,Average,3.0,1.0,POINT (-117.748924 34.078546),651.8299125207416,674.5368781616021,675.3291080058711,73.0
33.891689,-118.312633,1154.0,6875.0,7,Moderate,22,Average,3.0,2.0,POINT (-118.312633 33.891689),697.4097656471171,863.1338250816034,864.1475582042333,71.0
34.211623,-118.636646,2327.0,11463.0,3,Very Low,3,Excellent,4.0,3.0,POINT (-118.636646 34.211623),824.1942676003653,935.4143466934853,936.5129718186641,27.0
33.915005,-117.990625,1896.0,6923.0,3,Low,4,Above Average,4.0,3.0,POINT (-117.990625 33.915005),783.2162914532569,857.3214099741124,858.3283165334149,61.0
33.957176000000004,-118.29339,456.0,4104.0,80,Slightly High,7,Poor,1.0,1.0,POINT (-118.29339 33.957176),598.0952860308661,860.2325267042627,861.2428523109567,100.0
34.209588000000004,-118.645137,2449.0,11259.0,1,Very Low,3,Excellent,4.0,3.0,POINT (-118.645137 34.209588),824.1942676003653,1031.5037566582102,1032.715236841069,42.0
33.835792,-118.131942,1841.0,8851.0,3,Slightly High,3,Above Average,3.0,2.0,POINT (-118.131942 33.835792),790.8073185403072,978.2637681116479,979.4127190107854,78.0
34.012058,-118.423949,1638.0,6304.0,3,Slightly High,10,Average,4.0,3.0,POINT (-118.423949 34.012058),1069.0398895848432,1161.8950038622252,1163.2596259129505,68.0
34.213517,-118.620762,1456.0,7505.0,5,Very Low,4,Average,4.0,2.0,POINT (-118.620762 34.213517),824.1942676003653,809.3207028119323,810.2712335169397,58.0
34.152809000000005,-118.620545,2210.0,13745.0,0,Very Low,2,Excellent,3.0,3.0,POINT (-118.620545 34.152809),913.0715330159154,1027.1319292087069,1028.3382747691433,56.0
34.040929,-117.922689,1521.0,6571.0,5,Low,5,Average,4.0,3.0,POINT (-117.922689 34.040929),731.9389473991702,781.0249675906655,781.9422655301508,49.0
34.183744,-118.373886,1706.0,8740.0,11,Low,4,Average,3.0,2.0,POINT (-118.373886 34.183744),791.7222096289922,1019.5587280779857,1020.7561790677222,67.0
34.70913,-118.146469,1118.0,6990.0,6,Moderate,3,Poor,4.0,2.0,POINT (-118.146469 34.70913),585.9924054294548,490.9175083453431,491.4940809743228,66.0
33.909549,-118.112686,811.0,6302.0,11,Moderate,5,Above Average,2.0,1.0,POINT (-118.112686 33.909549),723.1076385663375,738.24115301167,739.1082022310951,70.0
34.088784000000004,-117.711268,1208.0,7134.0,5,Low,3,Excellent,3.0,2.0,POINT (-117.711268 34.088784),790.9299160441853,788.6697661252142,789.5960427250941,68.0
34.225428,-118.354927,2209.0,11644.0,1,Low,4,Poor,4.0,3.0,POINT (-118.354927 34.225428),797.2369752666132,806.2257748298549,807.1726706048939,57.0
34.205194,-118.143531,1142.0,13725.0,3,Moderate,2,Poor,3.0,1.0,POINT (-118.143531 34.205194),861.0586403214015,836.6600265340755,837.6426667187512,73.0
34.042906,-118.742454,1822.0,15162.0,0,Moderate,2,Excellent,3.0,4.0,POINT (-118.742454 34.042906),1146.8886057086813,1284.523257866513,1286.03190430748,30.0
33.819541,-118.080912,2176.0,6273.0,4,Slightly High,4,Excellent,4.0,3.0,POINT (-118.080912 33.819541),790.8073185403072,874.642784226795,875.6700343878649,57.0
33.86374,-118.171256,960.0,4750.0,35,Slightly High,13,Average,2.0,1.0,POINT (-118.171256 33.86374),790.8073185403072,738.24115301167,739.1082022310951,73.0
34.42562,-118.46802,1080.0,6172.0,4,Low,5,Excellent,3.0,2.0,POINT (-118.46802 34.42562),754.1158597022891,729.0404652692469,729.8967084680476,58.0
33.857304,-118.258804,1465.0,6392.0,4,Moderate,5,Poor,3.0,2.0,POINT (-118.258804 33.857304),679.8685149672215,823.4075540095561,824.3746294347883,60.0
33.796971,-118.199941,1033.0,3556.0,25,Slightly High,7,Average,2.0,1.0,POINT (-118.199941 33.796971),790.8073185403072,795.2986860293433,796.2327481608277,91.0
34.393793,-118.588387,2339.0,5711.0,0,Low,4,Excellent,3.0,3.0,POINT (-118.588387 34.393793),977.9866814689072,943.3981132056604,944.5061151022292,24.0
33.910655,-118.209628,1482.0,6193.0,21,High,17,Average,2.0,2.0,POINT (-118.209628 33.910655),630.6642838467009,740.9453421137082,741.8155673482343,98.0
33.793709,-118.11105,1034.0,5968.0,5,Slightly High,6,Excellent,3.0,1.0,POINT (-118.11105 33.793709),790.8073185403072,973.6529155710468,974.7964511176536,68.0
34.149399,-117.951209,2107.0,7925.0,0,Low,5,Above Average,4.0,3.0,POINT (-117.951209 34.149399),713.3000694928569,961.7692030835673,962.8987814515555,22.0
34.074853999999995,-117.823027,2081.0,8911.0,0,Low,3,Excellent,3.0,3.0,POINT (-117.823027 34.07485399999999),798.6301930196324,911.0433579144299,912.1133598089594,33.0
33.752155,-118.317141,1080.0,5894.0,0,Very Low,3,Above Average,2.0,1.0,POINT (-118.317141 33.752155),1074.9481337266377,932.7379053088815,933.8333870080892,70.0
34.072538,-118.086983,1628.0,5836.0,9,Moderate,3,Excellent,3.0,3.0,POINT (-118.086983 34.072538),746.2499038300173,861.974477580398,862.9868490729672,79.0
34.457808,-118.528212,1279.0,9784.0,1,Low,3,Excellent,3.0,2.0,POINT (-118.528212 34.457808),754.1158597022891,787.4007874011811,788.3255736113588,36.0
33.802702000000004,-118.100843,1676.0,5386.0,4,Slightly High,3,Excellent,3.0,2.0,POINT (-118.100843 33.802702),790.8073185403072,916.515138991168,917.5915673812838,69.0
33.952591,-118.025072,880.0,5628.0,6,Moderate,4,Above Average,2.0,1.0,POINT (-118.025072 33.952591),713.5591594463555,751.6648189186454,752.5476339606598,70.0
33.861103,-118.37677,1442.0,2994.0,5,Low,4,Excellent,3.0,2.0,POINT (-118.37677 33.861103),945.737559687281,1126.0550608207398,1127.377589587297,55.0
34.685556,-118.178496,1406.0,9723.0,1,Moderate,2,Average,3.0,2.0,POINT (-118.178496 34.685556),585.9924054294548,606.6300355241241,607.3425101628451,48.0
34.181642,-118.143641,1287.0,8206.0,5,Moderate,3,Poor,3.0,1.0,POINT (-118.143641 34.181642),890.714954100597,938.083151964686,939.184911547376,110.0
34.035868,-118.453159,1246.0,7375.0,3,Slightly High,46,Average,3.0,2.0,POINT (-118.453159 34.035868),1011.6756948153397,1193.7336386313323,1195.135654511041,76.0
34.102876,-118.271982,1338.0,4371.0,3,Slightly High,4,Excellent,3.0,2.0,POINT (-118.271982 34.102876),872.0758784976775,948.6832980505138,949.7975072891896,82.0
34.462714,-118.507,3284.0,8765.0,3,Low,3,Excellent,4.0,3.0,POINT (-118.507 34.462714),843.9603855140315,921.9544457292888,923.0372624745406,19.0
33.767305,-118.388604,2166.0,8009.0,1,Very Low,2,Excellent,4.0,3.0,POINT (-118.388604 33.767305),1074.9481337266377,1204.1594578792296,1205.5737186715983,53.0
34.418371,-118.446197,1196.0,8183.0,1,Low,6,Excellent,3.0,2.0,POINT (-118.446197 34.418371),754.1158597022891,656.5059024867941,657.2769553168578,59.0
33.929613,-117.989622,1260.0,5424.0,3,Moderate,5,Excellent,3.0,2.0,POINT (-117.989622 33.929613),760.2047532723265,821.5838362577492,822.5487697635738,57.0
34.069781,-117.890793,1116.0,7712.0,5,Low,7,Above Average,3.0,2.0,POINT (-117.890793 34.069781),731.9389473991702,770.0649323271382,770.9693579281184,66.0
34.135083,-117.873448,945.0,8024.0,1,Low,5,Excellent,3.0,1.0,POINT (-117.873448 34.135083),800.215244245759,835.4639429682169,836.4451783770711,68.0
33.992804,-118.06197,1288.0,4656.0,7,Moderate,8,Average,4.0,2.0,POINT (-118.06197 33.992804),713.5591594463555,781.0249675906655,781.9422655301508,73.0
34.122942,-118.051548,1980.0,7607.0,2,Low,3,Excellent,3.0,2.0,POINT (-118.051548 34.122942),988.6110902388228,1077.9610382569492,1079.2270815721702,45.0
34.459287,-118.526986,1006.0,10659.0,1,Low,3,Excellent,2.0,2.0,POINT (-118.526986 34.459287),843.9603855140315,744.983221287567,745.8581889290579,36.0
33.860518,-118.381485,1854.0,2502.0,6,Low,6,Excellent,3.0,3.0,POINT (-118.381485 33.860518),945.737559687281,1178.9826122551597,1180.3673033544046,23.0
34.296491,-118.445521,1134.0,7151.0,23,Low,6,Average,3.0,1.0,POINT (-118.445521 34.296491),697.5420774310443,768.1145747868608,769.0167097325774,72.0
33.754007,-118.12346200000002,798.0,1994.0,0,Slightly High,4,Excellent,2.0,1.0,POINT (-118.123462 33.754007),790.8073185403072,1024.2070103255494,1025.4099206282463,76.0
33.978049,-118.302271,1080.0,4680.0,69,Slightly High,10,Poor,2.0,2.0,POINT (-118.302271 33.978049),559.3829501363034,774.5966692414834,775.5064172753004,98.0
34.708047,-118.064344,1841.0,6764.0,0,Moderate,2,Average,3.0,2.0,POINT (-118.064344 34.708047),585.9924054294548,595.8187643906492,596.51854141131,14.0
34.071733,-117.98863500000002,796.0,12812.0,3,Moderate,4,Average,2.0,2.0,POINT (-117.988635 34.071733),642.9857004054883,591.6079783099616,592.3028098480122,72.0
34.408758,-118.5828,3241.0,6549.0,0,Low,4,Excellent,4.0,4.0,POINT (-118.5828 34.408758),977.9866814689072,1067.707825203131,1068.9618263281561,18.0
33.785426,-118.306371,926.0,7906.0,8,Moderate,7,Average,2.0,1.0,POINT (-118.306371 33.785426),746.5407672163706,774.5966692414834,775.5064172753004,70.0
34.105682,-118.074438,2735.0,8293.0,2,Low,17,Above Average,4.0,3.0,POINT (-118.074438 34.105682),828.8352734276665,1151.0864433221338,1152.4383709383358,19.0
33.940635,-118.021868,1684.0,6246.0,7,Moderate,2,Above Average,3.0,2.0,POINT (-118.021868 33.940635),680.9414955576393,793.7253933193772,794.6576076505722,64.0
33.997104,-118.285878,1417.0,6113.0,108,Slightly High,9,Poor,2.0,1.0,POINT (-118.285878 33.997104),699.7046709457103,758.287544405155,759.1781377035563,111.0
33.966211,-118.114287,1731.0,5014.0,7,Moderate,10,Average,3.0,3.0,POINT (-118.114287 33.966211),669.990299560016,796.8688725254614,797.80477880905,70.0
33.785186,-118.244021,708.0,4693.0,24,Moderate,52,Average,1.0,1.0,POINT (-118.244021 33.785186),637.0314008491796,719.3747284969079,720.219619484457,111.0
34.048474,-118.135924,1010.0,8702.0,5,Low,4,Excellent,2.0,1.0,POINT (-118.135924 34.048474),790.0927878098689,717.6350047203662,718.4778524377233,66.0
33.769601,-118.144585,2986.0,6708.0,9,Slightly High,4,Above Average,4.0,4.0,POINT (-118.144585 33.769601),790.8073185403072,1322.8756555322952,1324.429346084287,95.0
34.001228000000005,-118.418436,1020.0,5998.0,5,Slightly High,10,Excellent,3.0,1.0,POINT (-118.418436 34.001228),1039.350305651024,1006.2305898749054,1007.412387237398,76.0
34.190619,-118.1369,1660.0,11598.0,3,Moderate,2,Poor,3.0,2.0,POINT (-118.1369 34.190619),861.0586403214015,1036.8220676663861,1038.0397940973571,63.0
34.163325,-118.29916,1793.0,8811.0,1,Low,14,Above Average,3.0,1.0,POINT (-118.29916 34.163325),900.964697477965,997.4968671630002,998.6684069457992,98.0
34.166551,-118.118136,948.0,5001.0,4,Moderate,3,Average,2.0,1.0,POINT (-118.118136 34.166551),890.714954100597,861.974477580398,862.9868490729672,96.0
34.661120000000004,-118.169394,1414.0,7761.0,2,Moderate,2,Average,3.0,2.0,POINT (-118.169394 34.66112),585.9924054294548,583.09518948453,583.7800229252433,35.0
34.021853,-117.856864,1832.0,10049.0,3,Low,2,Excellent,3.0,2.0,POINT (-117.856864 34.021853),882.2620576098236,921.9544457292888,923.0372624745406,53.0
34.147514,-118.593391,3094.0,7023.0,1,Very Low,2,Above Average,3.0,4.0,POINT (-118.593391 34.147514),913.0715330159154,1072.3805294763608,1073.6400185975185,55.0
34.0929,-117.956624,1256.0,4949.0,7,Moderate,6,Average,3.0,2.0,POINT (-117.956624 34.0929),642.9857004054883,726.636084983398,727.4895042864547,60.0
34.06423,-117.897083,2294.0,12533.0,4,Low,3,Above Average,5.0,3.0,POINT (-117.897083 34.06423),731.9389473991702,651.9202405202649,652.6859075836148,68.0
34.131536,-118.270564,1598.0,9899.0,3,Slightly High,11,Average,2.0,2.0,POINT (-118.270564 34.131536),941.0631921422736,1183.2159566199232,1184.6056196960244,78.0
33.993662,-117.796733,2303.0,7090.0,0,Low,2,Excellent,4.0,3.0,POINT (-117.796733 33.993662),782.6737066019108,935.4143466934853,936.5129718186641,35.0
33.853106,-118.05342,2407.0,5038.0,5,Low,4,Excellent,4.0,3.0,POINT (-118.05342 33.853106),819.6913030074227,1002.4968827881711,1003.6742949876286,48.0
34.686655,-118.081027,2548.0,6694.0,10,Moderate,2,Poor,4.0,3.0,POINT (-118.081027 34.686655),585.9924054294548,608.276253029822,608.9906611175217,15.0
34.167116,-118.160985,1938.0,8734.0,3,Moderate,7,Poor,3.0,3.0,POINT (-118.160985 34.167116),890.714954100597,1036.8220676663861,1038.0397940973571,5.0
34.446603,-118.547214,1724.0,6567.0,1,Low,4,Excellent,3.0,3.0,POINT (-118.547214 34.446603),754.1158597022891,883.1760866327846,884.213358983975,24.0
33.862259,-118.347827,1027.0,6920.0,2,Low,11,Excellent,3.0,1.0,POINT (-118.347827 33.862259),921.9158827709523,868.9073598491384,869.9278738709271,65.0
33.994788,-118.043443,1487.0,11207.0,6,Moderate,3,Average,2.0,2.0,POINT (-118.043443 33.994788),713.5591594463555,873.212459828649,874.238030102804,68.0
34.155132,-118.385323,1690.0,7170.0,5,Low,4,Excellent,2.0,2.0,POINT (-118.385323 34.155132),1108.145204340498,1051.427600931229,1052.6624812639636,79.0
33.777722999999995,-118.368861,2564.0,13286.0,1,Very Low,3,Excellent,4.0,3.0,POINT (-118.368861 33.77772299999999),1074.9481337266377,1181.1011811017715,1182.4883604170382,53.0
33.874096,-118.35549099999999,1876.0,5801.0,5,Moderate,9,Average,3.0,2.0,POINT (-118.355491 33.874096),718.1207064571865,857.3214099741124,858.3283165334149,41.0
34.198577,-118.638018,1600.0,12579.0,3,Very Low,3,Excellent,3.0,2.0,POINT (-118.638018 34.198577),824.1942676003653,883.1760866327846,884.213358983975,56.0
33.985728,-117.890578,1580.0,6917.0,4,Very Low,15,Excellent,5.0,3.0,POINT (-117.890578 33.985728),793.0121946163231,748.3314773547883,749.2103774549313,57.0
33.86352,-118.1766,932.0,6751.0,39,Slightly High,10,Average,2.0,1.0,POINT (-118.1766 33.86352),790.8073185403072,760.920495189872,761.8141808354194,81.0
33.934552000000004,-118.111868,4480.0,8598.0,2,Moderate,2,Above Average,6.0,5.0,POINT (-118.111868 33.934552),758.3911187827508,1118.033988749895,1119.3470969304421,30.0
33.966169,-118.301958,1152.0,6676.0,54,Slightly High,4,Poor,2.0,1.0,POINT (-118.301958 33.966169),666.8926269162148,1000.0,1001.1744796614059,93.0
33.87185,-118.344642,1350.0,5186.0,3,Low,7,Excellent,4.0,2.0,POINT (-118.344642 33.87185),921.9158827709523,911.0433579144299,912.1133598089594,67.0
33.807916,-118.323885,3174.0,6050.0,2,Low,11,Average,5.0,4.0,POINT (-118.323885 33.807916),921.9158827709523,1083.97416943394,1085.2472750494296,20.0
33.88172,-118.086365,1424.0,5227.0,14,Moderate,5,Above Average,4.0,2.0,POINT (-118.086365 33.88172),654.0646784135786,790.5694150420949,791.4979227409914,61.0
34.103751,-117.857423,1212.0,9363.0,1,Moderate,8,Above Average,3.0,2.0,POINT (-117.857423 34.103751),709.4574197176936,824.6211251235321,825.5896258633554,63.0
34.038689,-118.64739099999998,1216.0,6767.0,0,Moderate,3,Excellent,3.0,2.0,POINT (-118.647391 34.038689),1156.477294485478,1341.640786499874,1343.2165163165307,45.0
34.305273,-118.454293,1092.0,5532.0,17,Low,9,Average,2.0,1.0,POINT (-118.454293 34.305273),697.5420774310443,751.6648189186454,752.5476339606598,70.0
34.147766,-117.950743,1198.0,7857.0,0,Low,5,Above Average,2.0,1.0,POINT (-117.950743 34.147766),713.3000694928569,836.6600265340755,837.6426667187512,71.0
34.157515000000004,-118.606489,1189.0,6337.0,1,Very Low,3,Above Average,2.0,2.0,POINT (-118.606489 34.157515),913.0715330159154,930.0537618869137,931.146091114264,66.0
34.058902,-117.965238,1338.0,7508.0,6,Moderate,4,Average,3.0,2.0,POINT (-117.965238 34.058902),638.5111604275775,763.544366752843,764.4411340821753,64.0
34.103824,-117.856044,1355.0,8262.0,2,Moderate,8,Above Average,3.0,2.0,POINT (-117.856044 34.103824),709.4574197176936,687.0225614927067,687.8294555181069,59.0
33.960372,-118.079289,1226.0,6111.0,16,Moderately High,24,Above Average,3.0,2.0,POINT (-118.079289 33.960372),715.6041776783028,744.983221287567,745.8581889290579,64.0
34.082127,-118.136699,836.0,5007.0,6,Low,11,Excellent,2.0,1.0,POINT (-118.136699 34.082127),809.8372954681382,806.2257748298549,807.1726706048939,80.0
34.010409,-117.87218500000002,2488.0,10006.0,3,Low,4,Excellent,5.0,3.0,POINT (-117.872185 34.010409),882.2620576098236,894.4271909999159,895.4776775443538,30.0
34.046451,-118.158727,1659.0,7386.0,5,Low,7,Excellent,3.0,2.0,POINT (-118.158727 34.046451),790.0927878098689,894.4271909999159,895.4776775443538,63.0
33.905576,-118.094225,1052.0,5529.0,20,Moderate,2,Average,3.0,1.0,POINT (-118.094225 33.905576),654.0646784135786,764.8529270389178,765.7512312456918,70.0
33.877928999999995,-118.197151,1329.0,5125.0,13,Slightly High,5,Average,3.0,2.0,POINT (-118.197151 33.87792899999999),790.8073185403072,740.9453421137082,741.8155673482343,81.0
34.034139,-118.316358,2656.0,6303.0,38,Slightly High,8,Poor,4.0,1.0,POINT (-118.316358 34.034139),761.1396551951335,1122.4972160321825,1123.815566182397,112.0
33.813003,-118.3601,1621.0,6361.0,1,Low,5,Excellent,4.0,2.0,POINT (-118.3601 33.813003),921.9158827709523,1111.3055385446435,1112.610744297272,58.0
33.90772800000001,-118.151372,899.0,6527.0,6,Moderate,8,Average,2.0,1.0,POINT (-118.151372 33.90772800000001),758.3911187827508,726.636084983398,727.4895042864547,67.0
34.039115,-117.757546,1480.0,6100.0,7,Moderately High,2,Average,3.0,2.0,POINT (-117.757546 34.039115),651.8299125207416,712.7411872482185,713.5782872764878,66.0
33.980048,-118.307261,1583.0,5382.0,63,Slightly High,10,Poor,3.0,2.0,POINT (-118.307261 33.980048),559.3829501363034,758.287544405155,759.1781377035563,94.0
34.699053,-118.187321,3209.0,10029.0,0,Moderate,3,Average,5.0,3.0,POINT (-118.187321 34.699053),585.9924054294548,696.419413859206,697.2373442965919,14.0
33.912046999999994,-118.268192,1188.0,6582.0,10,Slightly High,13,Poor,3.0,1.0,POINT (-118.268192 33.91204699999999),606.7286532869186,710.6335201775947,711.4681447937567,72.0
34.174434000000005,-118.211149,1917.0,9941.0,1,Low,2,Above Average,4.0,2.0,POINT (-118.211149 34.17443400000001),900.964697477965,1184.90505948789,1186.2967063809554,63.0
33.794226,-118.2697,1522.0,5551.0,22,Moderate,30,Average,3.0,2.0,POINT (-118.2697 33.794226),637.0314008491796,750.0,750.8808597460545,70.0
34.381995,-118.55644,1817.0,6316.0,1,Low,7,Excellent,4.0,2.0,POINT (-118.55644 34.381995),754.1158597022891,842.6149773176359,843.6046114708914,52.0
34.03108,-118.387725,1283.0,5400.0,3,Slightly High,21,Above Average,3.0,2.0,POINT (-118.387725 34.03108),891.2739181885838,1140.175425099138,1141.5145379463518,97.0
34.021967,-118.126611,1383.0,4948.0,16,Moderate,6,Average,2.0,2.0,POINT (-118.126611 34.021967),729.893778999062,809.3207028119323,810.2712335169397,69.0
34.063403,-117.99844,989.0,5094.0,4,Moderate,10,Average,3.0,1.0,POINT (-117.99844 34.063403),642.9857004054883,734.8469228349534,735.7099856000698,65.0
34.131409000000005,-117.773254,2434.0,6827.0,1,Low,3,Excellent,4.0,3.0,POINT (-117.773254 34.131409),831.6171620018712,961.7692030835673,962.8987814515555,32.0
34.664705,-118.168935,1367.0,8410.0,3,Moderate,2,Average,3.0,2.0,POINT (-118.168935 34.664705),585.9924054294548,604.1522986797286,604.8618632669196,34.0
34.142192,-117.948748,1668.0,5263.0,0,Low,6,Above Average,3.0,3.0,POINT (-117.948748 34.142192),713.3000694928569,806.2257748298549,807.1726706048939,66.0
34.665586,-118.169749,1374.0,7661.0,3,Moderate,2,Average,3.0,2.0,POINT (-118.169749 34.665586),585.9924054294548,600.0,600.7046877968436,31.0
33.952919,-118.020322,985.0,6113.0,3,Moderate,2,Above Average,3.0,1.0,POINT (-118.020322 33.952919),713.5591594463555,541.7564028232615,542.3926846998139,70.0
34.398103000000006,-118.54352,2289.0,5137.0,0,Low,6,Excellent,5.0,3.0,POINT (-118.54352 34.39810300000001),754.1158597022891,830.6623862918075,831.6379823700022,46.0
33.849698,-118.37923,1198.0,5213.0,1,Low,6,Excellent,3.0,2.0,POINT (-118.37923 33.849698),945.737559687281,1079.3516572461451,1080.6193338150856,61.0
