Latitude,Longitude,HomeSize,LotSize,YearBuilt,Age,SexOffenders,CrimeIndex,EnviornmentalHazards,SchoolQuality,Bedrooms,Bathrooms,Neighborhood,SalePrice,SalePriceTransformed,Date
34.18472,-118.40972,1292.0,5800.0,1947,74,9,Low,4,Average,3,1,Valley Glen,720000.0,847.984,2021-01-21
34.18433,-118.40707,1333.0,7565.0,1947,29,6,Low,4,Average,2,1,Valley Glen,55000.0,497.923,1976-10-05
34.18941,-118.40279,1144.0,7135.0,1944,76,7,Low,7,Average,3,2,Valley Glen,650000.0,805.872,2020-12-16
34.18275,-118.40061,1299.0,7263.0,1947,73,9,Low,4,Average,2,1,Valley Glen,826000.0,908.447,2020-12-30
34.18381,-118.40263,1295.0,5064.0,1957,63,7,Low,4,Average,3,2,Valley Glen,835000.0,913.383,2020-12-29
34.18333,-118.39293,1050.0,6751.0,1941,79,10,Low,6,Average,2,1,North Hollywood,763000.0,874.706,2020-09-17
34.18457,-118.39573,1006.0,6018.0,1942,78,12,Low,5,Average,2,1,North Hollywood,760000.0,872.804,2020-10-01
34.18375,-118.39466,1120.0,6744.0,1948,72,13,Low,6,Average,3,2,North Hollywood,787000.0,888.356,2020-09-18
34.18035,-118.38974,1339.0,7155.0,1943,69,12,Low,3,Average,3,2,North Hollywood,425000.0,698.021,2012-02-07
34.18986,-118.38047,2058.0,7139.0,1940,80,12,Low,7,Average,3,3,North Hollywood,800000.0,895.478,2020-10-21
34.18832,-118.38595,1540.0,4618.0,1927,93,10,Low,14,Average,3,2,North Hollywood,540000.0,735.935,2020-11-12
34.18285,-118.3801,1139.0,6647.0,1941,80,12,Low,4,Average,2,1,North Hollywood,685000.0,827.117,2021-01-13
34.18982,-118.37301,1353.0,7559.0,1955,65,14,Low,9,Average,3,2,North Hollywood,860000.0,928.735,2020-11-25
34.18869,-118.37397,1519.0,7140.0,1947,73,13,Low,10,Average,6,5,North Hollywood,1260000.0,1122.01,2020-12-29
34.18766,-118.37641,1520.0,12961.0,1949,53,12,Low,7,Average,2,2,North Hollywood,230000.0,577.816,2002-04-10
34.18821,-118.37757,855.0,7019.0,1942,78,12,Low,7,Average,2,1,North Hollywood,540000.0,735.71,2020-10-20
34.18646,-118.37172,1632.0,7712.0,1947,73,11,Low,7,Average,3,2,North Hollywood,700000.0,837.816,2020-09-29
34.18374,-118.37389,1706.0,8740.0,1953,67,11,Low,4,Average,3,2,North Hollywood,1039500.0,1020.76,2020-10-23
34.18442,-118.37437,1011.0,7236.0,1948,72,11,Low,4,Average,2,1,North Hollywood,714000.0,844.615,2020-12-31
34.18187,-118.37387,1516.0,5997.0,1952,69,12,Low,7,Average,2,2,North Hollywood,550000.0,741.144,2021-01-12
34.18222,-118.371,1378.0,6001.0,1951,69,10,Low,10,Poor,3,2,North Hollywood,950000.0,975.824,2020-10-09
34.1804,-118.37251,950.0,5998.0,1943,77,10,Low,11,Poor,2,1,North Hollywood,730000.0,854.026,2020-12-31
34.17995,-118.37441,1992.0,2780.0,2015,6,11,Low,8,Above Average,4,4,North Hollywood,799000.0,893.295,2021-01-21
34.17643,-118.37322,1349.0,6720.0,1946,49,9,Low,7,Average,3,2,North Hollywood,165000.0,529.673,1995-12-29
34.17786,-118.3745,1149.0,6661.0,1944,76,10,Low,6,Average,3,2,North Hollywood,740000.0,861.243,2020-10-05
34.17277,-118.37272,1546.0,6992.0,1941,79,10,Low,7,Poor,4,2,North Hollywood,885000.0,940.332,2020-12-14
34.18008,-118.38212,1615.0,6706.0,1941,79,13,Low,7,Average,3,2,North Hollywood,913000.0,955.091,2020-12-11
34.17774,-118.38417,1072.0,5260.0,1938,82,12,Low,7,Average,4,2,North Hollywood,726000.0,851.683,2020-12-08
34.17641,-118.38306,1056.0,6062.0,1937,82,11,Low,6,Average,2,1,North Hollywood,910000.0,961.383,2019-12-24
34.17677,-118.38473,984.0,6625.0,1925,95,12,Low,6,Average,3,2,North Hollywood,817500.0,905.407,2020-09-30
34.17286,-118.38416,1114.0,6610.0,1950,70,12,Low,8,Above Average,2,1,North Hollywood,1025000.0,1011.98,2020-12-29
34.173,-118.38479,1848.0,6615.0,1945,75,12,Low,8,Above Average,3,3,North Hollywood,1300000.0,1141.75,2020-09-18
34.17914,-118.38962,1657.0,7000.0,1942,78,11,Low,3,Average,3,1,North Hollywood,780000.0,884.397,2020-09-30
34.1768,-118.39071,1341.0,6004.0,1952,68,7,Low,3,Average,3,2,North Hollywood,780000.0,884.483,2020-11-23
34.17619,-118.3894,1338.0,6018.0,1952,68,7,Low,3,Average,3,2,North Hollywood,780000.0,884.483,2020-11-25
34.17918,-118.40349,1110.0,4625.0,1952,68,7,Low,4,Average,3,1,Valley Glen,680000.0,825.59,2020-10-06
34.17299,-118.40407,1466.0,7225.0,1952,68,7,Low,5,Average,2,2,Valley Glen,1040000.0,1021.31,2020-11-13
34.17388,-118.39903,2532.0,7554.0,1948,72,6,Low,6,Average,4,2,Valley Glen,1349000.0,1162.83,2020-10-09
34.17315,-118.39738,1640.0,5000.0,1962,58,6,Low,5,Average,3,2,Valley Glen,805000.0,896.825,2020-12-15
34.17819,-118.40817,2105.0,12170.0,1948,72,6,Low,4,Average,3,2,Valley Glen,999000.0,1000.88,2020-09-18
34.17463,-118.40707,2245.0,8100.0,1948,72,6,Low,5,Average,4,3,Valley Glen,1200000.0,1096.73,2020-10-22
34.17288,-118.40647,1823.0,7505.0,1948,72,6,Low,5,Average,4,2,Valley Glen,1116000.0,1055.95,2020-12-18
34.17285,-118.40924,1878.0,6928.0,1948,72,6,Low,5,Average,4,3,Valley Glen,1080000.0,1040.67,2020-09-23
34.171,-118.40007,2232.0,6643.0,1952,68,6,Low,6,Above Average,3,2,Valley Village,1250000.0,1119.35,2020-10-02
34.17017,-118.38408,1340.0,7057.0,1944,76,11,Low,9,Above Average,4,2,North Hollywood,860000.0,926.955,2020-12-10
34.17105,-118.38508,996.0,6209.0,1944,76,11,Low,8,Above Average,3,1,North Hollywood,800000.0,895.663,2020-09-16
34.17188,-118.38191,1855.0,2500.0,1948,73,12,Low,9,Above Average,2,1,North Hollywood,640000.0,799.487,2021-01-25
34.15429,-118.37264,1579.0,8251.0,1928,92,7,Low,4,Excellent,3,2,North Hollywood,1335000.0,1154.92,2020-12-09
34.1633,-118.38498,1773.0,8100.0,1935,85,7,Low,3,Excellent,2,2,Valley Village,1500000.0,1226.56,2020-11-24
34.15843,-118.38261,1553.0,8400.0,1940,81,6,Low,3,Excellent,2,2,Valley Village,860000.0,926.767,2021-01-20
34.15595,-118.38305,1695.0,7030.0,1941,80,6,Low,3,Excellent,3,3,Valley Village,1210000.0,1099.29,2021-01-12
34.15513,-118.38532,1690.0,7170.0,1941,79,5,Low,4,Excellent,2,2,Valley Village,1105500.0,1052.66,2020-10-21
34.1624,-118.38872,1991.0,8806.0,1938,82,8,Low,3,Excellent,4,2,Valley Village,1240000.0,1115.2,2020-11-13
34.16027,-118.39399,1164.0,7252.0,1934,85,7,Low,4,Excellent,2,1,Valley Village,1030000.0,1023.61,2019-07-24
34.1587,-118.39285,1841.0,8156.0,1936,84,6,Low,5,Excellent,2,2,Valley Village,1228500.0,1109.91,2020-09-23
34.15555,-118.38936,3168.0,7950.0,1966,2,6,Low,4,Excellent,3,3,Valley Village,61000.0,683.295,1968-01-10
34.16279,-118.40015,2236.0,6750.0,1941,79,5,Low,3,Excellent,3,2,Valley Village,1553500.0,1247.86,2020-10-05
34.16333,-118.4015,2160.0,6749.0,1939,81,5,Low,3,Excellent,3,2,Valley Village,1303500.0,1143.05,2020-10-02
34.16251,-118.40351,2272.0,6297.0,1947,73,5,Low,3,Excellent,3,3,Valley Village,1160000.0,1076.56,2020-12-14
34.15257,-118.39179,5089.0,8999.0,2016,-11,6,Low,3,Excellent,5,6,Studio City,835000.0,1069.03,2005-01-20
34.15122,-118.38311,3548.0,9526.0,1988,2,6,Low,4,Excellent,4,4,Studio City,575000.0,1077.76,1990-05-31
34.15204,-118.38039,1641.0,6728.0,1940,81,8,Low,5,Excellent,2,3,Studio City,1075000.0,1036.16,2021-01-21
34.15359,-118.3809,1677.0,6754.0,1941,79,8,Low,3,Excellent,2,2,Studio City,1410000.0,1188.83,2020-10-05
34.15276,-118.38089,3273.0,6756.0,2004,9,8,Low,5,Excellent,5,4,Studio City,1200000.0,1158.15,2013-06-18
34.14872,-118.38414,2095.0,7952.0,1958,62,7,Low,3,Excellent,3,2,Studio City,1625000.0,1274.2,2020-12-17
34.14439,-118.37712,1251.0,6749.0,1926,95,4,Low,4,Excellent,2,2,Studio City,1200000.0,1094.74,2021-01-12
34.14188,-118.37791,2207.0,6720.0,1974,46,4,Low,5,Excellent,3,3,Studio City,1000000.0,999.562,2020-12-08
34.14582,-118.38086,3944.0,6753.0,2010,-1,7,Low,3,Excellent,5,5,Studio City,670000.0,899.082,2009-11-13
34.14497,-118.42281,3349.0,8827.0,1940,33,0,Moderate,3,Above Average,5,5,Sherman Oaks,47000.0,526.22,1973-07-17
34.1469,-118.42915,1605.0,7643.0,1938,81,0,Moderate,5,Above Average,2,2,Sherman Oaks,1050000.0,1038.31,2019-03-07
34.14212,-118.42546,2352.0,5430.0,1948,72,0,Moderate,2,Above Average,4,3,Sherman Oaks,1230000.0,1110.59,2020-09-22
34.13873,-118.36944,2151.0,11253.0,1936,77,3,Low,6,Excellent,3,2,Studio City,1450000.0,1271.33,2013-09-03
34.13368,-118.36474,2010.0,13540.0,1960,60,2,Slightly High,4,Excellent,3,3,Studio City,1000000.0,1001.48,2020-11-23
34.13491,-118.36734,1480.0,7942.0,1947,73,3,Slightly High,3,Excellent,2,2,Studio City,950000.0,974.252,2020-12-31
34.13865,-118.42243,2040.0,8267.0,1952,68,0,Moderate,2,Above Average,2,2,Sherman Oaks,1326000.0,1151.02,2020-12-16
34.14024,-118.42656,1882.0,6010.0,1950,70,0,Moderate,2,Above Average,3,3,Sherman Oaks,1550000.0,1244.44,2020-12-11
34.1345,-118.42344,4694.0,5449.0,1991,29,0,Moderate,2,Above Average,4,5,Sherman Oaks,1230000.0,1110.7,2020-11-24
34.23661,-118.32185,1165.0,3750.0,1931,89,0,Low,3,Average,2,1,Shadow Hills,545000.0,737.917,2020-12-17
34.22233,-118.35364,1243.0,6579.0,1956,64,1,Low,5,Poor,3,2,Shadow Hills,750000.0,867.043,2020-10-08
34.2245,-118.35105,1572.0,7864.0,1956,16,1,Low,5,Poor,3,2,Shadow Hills,32000.0,443.303,1972-12-15
34.21894,-118.34788,2606.0,15285.0,1966,54,1,Low,5,Poor,4,3,Shadow Hills,900000.0,948.267,2020-12-29
34.21312,-118.34586,1398.0,5798.0,1950,70,2,Low,12,Poor,3,2,Shadow Hills,880000.0,937.672,2020-12-11
34.21194,-118.34583,2224.0,6600.0,1950,51,2,Low,12,Poor,3,2,Shadow Hills,305000.0,669.686,2001-08-09
34.21859,-118.35064,2080.0,15279.0,1961,59,1,Low,6,Poor,4,3,Shadow Hills,1000000.0,999.562,2020-12-30
34.22703,-118.36152,1134.0,6361.0,1950,70,0,Low,10,Poor,3,1,Shadow Hills,820000.0,905.142,2020-12-11
34.22286,-118.35828,1892.0,6087.0,1950,70,1,Low,7,Poor,4,2,Shadow Hills,780000.0,884.397,2020-09-30
34.2232,-118.35785,1508.0,6544.0,1950,70,1,Low,7,Poor,3,2,Shadow Hills,822000.0,906.245,2020-12-31
34.22189,-118.35701,1134.0,6222.0,1950,71,1,Low,6,Poor,3,1,Shadow Hills,725000.0,850.923,2021-01-22
34.22134,-118.3571,1540.0,5322.0,1964,56,1,Low,6,Poor,3,2,Shadow Hills,775000.0,881.558,2020-09-17
34.22353,-118.3647,1677.0,5500.0,1950,71,1,Low,18,Poor,3,2,Sun Valley,687000.0,828.323,2021-01-22
34.22526,-118.35469,1888.0,12493.0,1963,57,1,Low,4,Poor,3,2,Shadow Hills,950000.0,976.122,2020-11-13
34.22543,-118.35493,2209.0,11644.0,1963,57,1,Low,4,Poor,4,3,Shadow Hills,650000.0,807.173,2020-10-23
34.21286,-118.35393,900.0,5542.0,1941,79,5,Low,10,Poor,2,1,Sun Valley,600000.0,775.743,2020-11-30
34.20743,-118.35003,1470.0,6760.0,1949,71,5,Low,15,Poor,3,2,Sun Valley,700000.0,837.898,2020-11-19
34.21051,-118.34902,1449.0,5638.0,1942,78,5,Low,14,Poor,4,2,Sun Valley,620000.0,787.056,2020-12-30
34.21437,-118.35682,974.0,9360.0,1956,64,5,Low,9,Poor,2,1,Sun Valley,900000.0,948.267,2020-12-29
34.22004,-118.36523,1586.0,7034.0,1941,79,4,Low,15,Average,4,2,Sun Valley,735000.0,858.591,2020-11-20
34.22734,-118.36709,1302.0,6891.0,1919,101,1,Low,15,Average,4,3,Sun Valley,675000.0,822.719,2020-09-18
34.22544,-118.36884,1217.0,8474.0,1936,84,3,Low,15,Average,3,2,Sun Valley,510000.0,714.982,2020-10-05
34.22569,-118.37004,1253.0,6271.0,1947,73,3,Low,15,Average,3,2,Sun Valley,870000.0,934.119,2020-11-23
34.22868,-118.37183,1582.0,6949.0,1959,18,2,Low,15,Average,3,2,Sun Valley,50000.0,462.53,1977-07-13
34.22985,-118.37457,917.0,7683.0,1947,73,3,Low,15,Average,2,1,Sun Valley,420000.0,648.835,2020-10-02
34.21126,-118.36841,1094.0,7155.0,1950,70,9,Low,10,Average,3,1,Sun Valley,650000.0,807.34,2020-09-25
34.20791,-118.36737,2706.0,6592.0,1949,71,9,Low,9,Average,4,4,Sun Valley,795000.0,892.948,2020-11-13
34.20291,-118.36679,1087.0,7885.0,1951,70,9,Low,14,Average,3,1,Sun Valley,655000.0,808.802,2021-01-11
34.18525,-118.35681,1080.0,6300.0,1944,76,6,Low,5,Above Average,3,1,Burbank,650000.0,807.34,2020-09-28
34.18498,-118.36955,1170.0,6920.0,1954,66,10,Low,8,Poor,3,2,North Hollywood,650000.0,807.34,2020-09-23
34.18575,-118.36627,1005.0,6842.0,1950,70,10,Low,4,Poor,2,1,North Hollywood,635000.0,797.805,2020-10-01
34.18181,-118.36518,2048.0,6751.0,1941,79,10,Low,6,Poor,4,3,North Hollywood,910000.0,955.06,2020-10-09
34.18008,-118.36346,1144.0,6301.0,1951,69,7,Low,6,Poor,3,1,North Hollywood,600000.0,775.667,2020-09-25
34.18336,-118.36081,1022.0,6500.0,1939,81,6,Low,6,Poor,2,1,North Hollywood,800000.0,895.663,2020-09-21
34.18723,-118.36571,894.0,7424.0,1942,32,9,Low,4,Poor,2,2,North Hollywood,25000.0,369.468,1974-03-08
34.19018,-118.36953,1664.0,1792.0,2014,6,15,Low,9,Average,3,3,North Hollywood,680000.0,825.59,2020-10-01
34.18982,-118.36933,1664.0,1926.0,2014,6,15,Low,8,Average,3,3,North Hollywood,689000.0,831.289,2020-11-17
34.17553,-118.36785,1011.0,7155.0,1941,80,9,Low,6,Average,2,1,North Hollywood,762500.0,872.653,2021-01-11
34.17887,-118.36782,959.0,6220.0,1951,69,9,Low,11,Average,2,1,North Hollywood,715000.0,846.57,2020-10-01
34.17804,-118.36625,1041.0,6261.0,1940,55,10,Low,8,Average,3,2,North Hollywood,114000.0,441.711,1995-06-13
34.17595,-118.36251,1794.0,5441.0,1949,71,7,Low,8,Average,2,1,North Hollywood,450000.0,671.748,2020-09-21
34.17345,-118.36348,1210.0,5913.0,1938,82,8,Low,11,Average,2,2,North Hollywood,605000.0,778.893,2020-09-25
34.17281,-118.3608,1176.0,5535.0,1941,79,8,Low,10,Average,2,1,North Hollywood,800000.0,895.663,2020-09-30
34.17272,-118.35969,2071.0,6239.0,1947,73,8,Low,9,Average,3,4,North Hollywood,879000.0,938.846,2020-09-23
34.17839,-118.35958,1047.0,6001.0,1948,72,9,Low,7,Average,3,1,North Hollywood,645000.0,804.229,2020-09-17
34.17082,-118.3629,1205.0,6022.0,1939,81,9,Low,9,Average,3,2,North Hollywood,925000.0,962.899,2020-10-02
34.16971,-118.36294,1946.0,5855.0,1939,81,8,Low,11,Average,3,3,North Hollywood,1058000.0,1030.01,2020-09-24
34.16663,-118.35589,1128.0,7157.0,1943,77,5,Low,8,Average,2,2,North Hollywood,999000.0,1000.98,2020-11-13
34.16566,-118.35592,2490.0,7666.0,1941,79,5,Low,8,Average,4,3,North Hollywood,1361000.0,1168.35,2020-11-18
34.16291,-118.36763,1047.0,6200.0,1928,93,9,Low,7,Average,2,1,North Hollywood,950000.0,974.055,2021-01-21
34.16151,-118.36458,1526.0,11300.0,1938,82,7,Low,6,Average,2,2,North Hollywood,1500000.0,1224.21,2020-12-17
34.16386,-118.363,1432.0,5515.0,1931,89,8,Low,9,Average,3,1,North Hollywood,1206000.0,1097.7,2020-12-15
34.16355,-118.36121,1080.0,6000.0,1928,91,7,Low,9,Average,2,1,Toluca Lake,1125000.0,1068.45,2019-11-08
34.16341,-118.36126,1029.0,5999.0,1928,91,7,Low,9,Average,2,1,Toluca Lake,1125000.0,1068.45,2019-11-12
34.16277,-118.35968,1513.0,7800.0,1938,82,6,Low,9,Average,2,2,Toluca Lake,930000.0,965.498,2020-10-22
34.16199,-118.35749,1054.0,6888.0,1940,80,6,Low,6,Average,2,1,Toluca Lake,860000.0,928.644,2020-09-24
34.16196,-118.35574,1208.0,6499.0,1931,90,6,Low,6,Excellent,2,2,Burbank,1100000.0,1048.14,2021-01-13
34.16404,-118.35454,2086.0,5999.0,1948,72,5,Low,7,Excellent,4,2,Burbank,1110000.0,1054.8,2020-10-08
34.16113,-118.35856,1752.0,7968.0,1940,48,6,Low,6,Average,3,3,Toluca Lake,342000.0,861.391,1988-11-01
34.15979,-118.35576,1705.0,7102.0,1941,80,6,Low,5,Average,3,3,Toluca Lake,1000000.0,999.359,2021-01-13
34.15926,-118.35469,1547.0,8248.0,1942,78,6,Low,5,Average,3,3,Toluca Lake,1265000.0,1126.28,2020-09-17
34.15949,-118.35372,1674.0,10522.0,1940,80,6,Low,4,Average,2,1,Toluca Lake,1375000.0,1173.98,2020-10-06
34.15882,-118.35324,1513.0,5628.0,1940,80,6,Low,4,Average,3,2,Toluca Lake,1225000.0,1108.33,2020-09-16
34.16073,-118.36166,1760.0,1303.0,2016,4,6,Low,5,Average,3,4,North Hollywood,988000.0,995.356,2020-09-18
34.16086,-118.36513,1774.0,6754.0,1924,97,8,Low,6,Average,3,2,North Hollywood,1065000.0,1031.33,2021-01-22
34.15966,-118.36846,1184.0,8400.0,1929,91,8,Low,7,Average,2,1,North Hollywood,1315000.0,1148.08,2020-10-21
34.1551,-118.36231,1862.0,7837.0,1948,72,6,Low,6,Average,2,2,Toluca Lake,1225000.0,1108.33,2020-09-25
34.15521,-118.36453,1218.0,6999.0,1926,94,7,Low,6,Average,2,1,Toluca Lake,956500.0,979.456,2020-11-24
34.15163,-118.37227,1148.0,7625.0,1923,73,7,Low,10,Excellent,2,2,Studio City,700000.0,1081.16,1996-04-02
34.15109,-118.37278,1783.0,8000.0,1936,84,7,Low,10,Excellent,3,2,Studio City,1100000.0,1050.04,2020-10-07
34.1457,-118.36402,1552.0,6250.0,1940,81,4,Low,3,Excellent,4,2,Studio City,982000.0,990.324,2021-01-12
34.14158,-118.36367,1324.0,4901.0,1949,72,3,Low,4,Excellent,3,2,Studio City,1230000.0,1108.34,2021-01-12
34.14948,-118.36408,1765.0,1059.0,2016,4,4,Low,5,Above Average,3,4,Toluca Lake,910000.0,953.521,2020-12-17
34.13181,-118.35559,1770.0,7152.0,1926,94,1,Slightly High,3,Above Average,3,2,Hollywood Hills,1287000.0,1136.03,2020-09-25
34.12172,-118.35154,1442.0,9264.0,1974,46,1,Slightly High,3,Above Average,3,2,Hollywood Hills,1325000.0,1150.58,2020-12-11
34.12277,-118.34641,1111.0,2487.0,1960,61,2,Slightly High,3,Above Average,2,1,Hollywood Hills,971000.0,984.762,2021-01-14
34.1232,-118.34507,1650.0,5050.0,1925,95,2,Slightly High,3,Above Average,3,2,Hollywood Hills,815000.0,904.11,2020-11-19
34.12848,-118.34989,1743.0,8181.0,1936,84,1,Slightly High,8,Above Average,4,2,Hollywood Hills,1635000.0,1280.17,2020-10-23
34.12746,-118.3483,2708.0,8613.0,2008,12,1,Slightly High,10,Above Average,3,4,Hollywood Hills,1494000.0,1224.1,2020-11-18
34.12695,-118.34637,1065.0,5835.0,1947,73,1,Slightly High,10,Above Average,2,1,Hollywood Hills,879000.0,938.651,2020-10-07
34.12416,-118.34421,600.0,2722.0,1925,95,1,Slightly High,5,Above Average,1,1,Hollywood Hills,750000.0,867.043,2020-10-21
34.18345,-118.35682,1930.0,6000.0,1939,81,7,Low,6,Above Average,3,3,Burbank,1190000.0,1090.39,2020-12-11
34.18207,-118.35533,1550.0,6000.0,1939,81,8,Low,5,Above Average,3,2,Burbank,970000.0,986.344,2020-11-19
34.1789,-118.35598,1184.0,5501.0,1944,52,10,Low,6,Above Average,3,2,Burbank,170000.0,529.425,1996-10-18
34.18098,-118.35827,1057.0,6000.0,1942,78,7,Low,6,Above Average,2,1,Burbank,805000.0,898.458,2020-09-18
34.17987,-118.358,1115.0,5501.0,1942,78,7,Low,6,Above Average,2,1,Burbank,765000.0,875.852,2020-09-24
34.17626,-118.35543,1624.0,6000.0,1938,82,7,Low,6,Above Average,3,2,Burbank,1125000.0,1062.13,2020-09-30
34.1748,-118.3578,1251.0,7500.0,1941,79,9,Low,9,Above Average,4,2,Burbank,780000.0,884.483,2020-11-24
34.18286,-118.35388,1842.0,6000.0,1942,78,5,Low,3,Above Average,3,3,Burbank,1067000.0,1034.38,2020-09-16
34.1826,-118.35386,1180.0,6000.0,1944,77,5,Low,3,Above Average,3,2,Burbank,909000.0,952.804,2021-01-12
34.18273,-118.35275,925.0,6750.0,1940,80,5,Low,4,Above Average,2,1,Burbank,730000.0,854.026,2020-12-18
34.18162,-118.3517,1094.0,6750.0,1939,81,4,Low,4,Above Average,2,1,Burbank,872000.0,933.4,2020-12-31
34.17548,-118.35448,1109.0,6000.0,1940,80,8,Low,6,Above Average,3,2,Burbank,960000.0,979.366,2020-12-30
34.17402,-118.35407,1109.0,8733.0,1941,79,7,Low,6,Above Average,3,1,Burbank,785000.0,887.227,2020-09-22
34.17566,-118.35013,1560.0,6750.0,1937,83,5,Low,7,Above Average,3,2,Burbank,807000.0,899.387,2020-10-21
34.18211,-118.34243,775.0,6264.0,1944,53,6,Low,3,Above Average,2,1,Burbank,421870.0,826.47,1997-09-12
34.17935,-118.34242,2150.0,6058.0,1940,80,5,Low,5,Above Average,3,2,Burbank,1149000.0,1071.44,2020-12-30
34.18073,-118.34348,1320.0,6278.0,1939,81,4,Low,5,Above Average,4,1,Burbank,980000.0,991.112,2020-10-07
34.1775,-118.34732,1168.0,6326.0,1940,80,4,Low,5,Above Average,3,1,Burbank,847500.0,920.194,2020-12-30
34.1783,-118.34518,1760.0,6846.0,1939,81,4,Low,6,Above Average,4,2,Burbank,1102500.0,1051.55,2020-11-20
34.18179,-118.33803,1654.0,6519.0,1941,79,6,Low,9,Excellent,4,2,Burbank,875000.0,935.004,2020-12-15
34.18345,-118.33742,1237.0,7024.0,1947,73,5,Low,8,Excellent,3,1,Burbank,850000.0,923.037,2020-10-01
34.18231,-118.33628,1119.0,6457.0,1939,81,5,Low,10,Excellent,3,1,Burbank,855000.0,925.748,2020-10-08
34.18149,-118.33685,1756.0,7170.0,1940,81,6,Low,9,Excellent,3,2,Burbank,1200000.0,1094.74,2021-01-12
34.18147,-118.33506,2282.0,7546.0,1927,93,5,Low,7,Excellent,5,2,Burbank,1110000.0,1053.1,2020-12-30
34.18268,-118.33289,1353.0,7801.0,1940,80,5,Low,6,Excellent,2,1,Burbank,865000.0,931.339,2020-09-30
34.18398,-118.33332,1009.0,7520.0,1941,79,5,Low,6,Excellent,2,1,Burbank,963000.0,982.682,2020-09-24
34.18359,-118.32832,1423.0,7255.0,1941,79,5,Low,8,Excellent,2,2,Burbank,978000.0,990.1,2020-10-07
34.15818,-118.31194,2940.0,7687.0,1994,26,3,Low,10,Above Average,3,3,Burbank,1245000.0,1117.11,2020-10-01
34.15953,-118.32312,1472.0,6431.0,1941,79,3,Low,6,Excellent,2,2,Burbank,1040000.0,1021.0,2020-10-21
34.15701,-118.32134,1342.0,6751.0,1940,80,3,Low,6,Excellent,2,2,Burbank,1200000.0,1094.96,2020-12-16
34.15594,-118.31424,4035.0,8900.0,1938,60,3,Low,7,Above Average,5,4,Burbank,425000.0,822.418,1998-11-03
34.16531,-118.32991,1290.0,5626.0,1929,91,3,Low,3,Excellent,3,1,Burbank,669000.0,820.916,2020-07-28
34.16344,-118.32904,1530.0,6465.0,1939,81,3,Low,7,Excellent,3,2,Burbank,1130000.0,1064.59,2020-11-17
34.16601,-118.32272,1589.0,7830.0,1951,69,3,Low,11,Above Average,3,3,Burbank,1088000.0,1044.3,2020-10-06
34.16516,-118.32279,1040.0,7627.0,1929,92,3,Low,8,Above Average,3,1,Burbank,810000.0,899.423,2021-01-13
34.16113,-118.32438,1705.0,6518.0,1941,79,3,Low,5,Excellent,3,2,Burbank,1005000.0,1003.88,2020-09-18
34.16263,-118.32393,1582.0,6718.0,1940,80,3,Low,6,Excellent,3,2,Burbank,990000.0,996.363,2020-09-23
34.16852,-118.31562,2394.0,6999.0,1954,66,3,Low,14,Above Average,3,2,Burbank,1170000.0,1082.94,2020-10-06
34.16912,-118.31835,1472.0,6521.0,1944,76,3,Low,15,Above Average,3,2,Burbank,1025000.0,1013.92,2020-11-30
34.16611,-118.3221,1381.0,6711.0,1937,83,3,Low,11,Above Average,2,2,Burbank,1300000.0,1141.86,2020-11-25
34.16535,-118.31795,1818.0,6000.0,1940,80,3,Low,12,Above Average,3,2,Burbank,1335000.0,1156.78,2020-10-06
34.17286,-118.32185,1786.0,6728.0,1937,83,4,Low,10,Above Average,6,3,Burbank,1088000.0,1044.51,2020-09-30
34.16933,-118.33261,1217.0,6999.0,1939,81,5,Low,8,Above Average,2,2,Burbank,1024000.0,1013.12,2020-10-02
34.17185,-118.33263,1060.0,6518.0,1940,80,6,Low,9,Above Average,2,1,Burbank,665000.0,816.602,2020-09-25
34.17141,-118.33176,1204.0,6701.0,1938,82,4,Low,9,Above Average,2,1,Burbank,760000.0,872.804,2020-10-09
34.16702,-118.32839,1244.0,6750.0,1937,83,3,Low,3,Excellent,2,1,Burbank,975500.0,987.241,2020-12-29
34.17598,-118.33581,902.0,3260.0,1950,70,6,Low,5,Excellent,2,1,Burbank,720000.0,849.525,2020-10-06
34.17609,-118.32807,1195.0,6653.0,1940,80,6,Low,9,Above Average,2,1,Burbank,725000.0,851.096,2020-12-08
34.17423,-118.33498,1668.0,6905.0,1948,72,6,Low,11,Above Average,2,2,Burbank,975000.0,986.988,2020-12-31
34.17913,-118.32894,2031.0,5831.0,1951,69,5,Low,7,Above Average,4,3,Burbank,940000.0,970.876,2020-09-23
34.17737,-118.32118,1188.0,5400.0,1939,81,4,Low,15,Above Average,3,1,Burbank,875000.0,935.004,2020-12-09
34.17774,-118.32192,912.0,6750.0,1923,97,4,Low,15,Above Average,2,1,Burbank,710000.0,843.78,2020-09-24
34.17657,-118.32715,928.0,6750.0,1946,74,6,Low,11,Above Average,2,1,Burbank,855000.0,926.031,2020-11-17
34.17607,-118.32642,1128.0,6752.0,1939,81,5,Low,12,Above Average,3,1,Burbank,1010000.0,1006.38,2020-09-24
34.17111,-118.31244,1078.0,5616.0,1929,91,3,Low,15,Above Average,3,1,Burbank,855000.0,926.031,2020-11-23
34.16865,-118.31381,993.0,5383.0,1947,73,3,Low,15,Above Average,2,1,Burbank,781000.0,885.05,2020-11-17
34.16979,-118.3077,1496.0,7255.0,1926,94,2,Low,15,Above Average,3,3,Burbank,800000.0,895.478,2020-10-02
